id,branch_id,name,court_number,court_type,surface_type,description,capacity,has_lights,hourly_rate,status,created_at,updated_at,created_by,updated_by,deleted_at
182a3533-f0dd-4e9e-8965-3f62cb6a1686,9482d0c5-1d4c-4189-8c98-45deba4320da,Court 6,6,pickleball,outdoor,Professional pickleball court 6,4,1,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
37c11ae2-3efa-4dfb-b5e2-ae662b77f148,9482d0c5-1d4c-4189-8c98-45deba4320da,Court 7,7,pickleball,hard,Professional pickleball court 7,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
02f80d5f-e80a-437c-8f95-b6458229f48f,32854e5d-bab8-41b7-9b33-13bcf30260cf,Court 1,1,pickleball,outdoor,Professional pickleball court 1,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
b2380f48-6b1f-41a3-a68d-bc5a53b35ba9,32854e5d-bab8-41b7-9b33-13bcf30260cf,Court 2,2,pickleball,hard,Professional pickleball court 2,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
941e0a50-9b97-4ad9-a584-d582d6432da2,32854e5d-bab8-41b7-9b33-13bcf30260cf,Court 3,3,pickleball,clay,Professional pickleball court 3,4,0,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
313f7066-de06-4330-84b2-fcc42eeac647,32854e5d-bab8-41b7-9b33-13bcf30260cf,Court 4,4,pickleball,synthetic,Professional pickleball court 4,4,1,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
258323a4-01db-41b3-9bd1-db2bbd96c462,b200245d-aec6-421e-83b7-9f2968e76d78,Court 1,1,pickleball,outdoor,Professional pickleball court 1,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
161022db-d741-4e27-9be4-ebf2e0803ecc,b200245d-aec6-421e-83b7-9f2968e76d78,Court 2,2,pickleball,hard,Professional pickleball court 2,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
02b29c48-07bd-40dc-babf-53e6b50ee22b,b200245d-aec6-421e-83b7-9f2968e76d78,Court 3,3,pickleball,clay,Professional pickleball court 3,4,0,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
7865d42c-a01e-4a7c-92ea-411437c04481,b200245d-aec6-421e-83b7-9f2968e76d78,Court 4,4,pickleball,synthetic,Professional pickleball court 4,4,1,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
2c8b0cf2-406f-4c9f-9335-aecc0e99761a,0c0c761a-4d95-4133-937b-ebc79f524919,Court 1,1,pickleball,outdoor,Professional pickleball court 1,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
74afea75-c3f3-4d5a-a599-e8faeb491cca,0c0c761a-4d95-4133-937b-ebc79f524919,Court 2,2,pickleball,hard,Professional pickleball court 2,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
e6861c1a-756c-47c0-b10e-6bc1ab365e92,0c0c761a-4d95-4133-937b-ebc79f524919,Court 3,3,pickleball,clay,Professional pickleball court 3,4,0,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
2a3dcbdd-df6d-4ba9-827e-b8439a4fec53,0c0c761a-4d95-4133-937b-ebc79f524919,Court 4,4,pickleball,synthetic,Professional pickleball court 4,4,1,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
538f6d0c-ccf3-4aef-a22e-238d634aed34,0c0c761a-4d95-4133-937b-ebc79f524919,Court 5,5,pickleball,indoor,Professional pickleball court 5,4,0,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
b8ac18d5-b040-478c-8ee1-e21b0add0baf,0c0c761a-4d95-4133-937b-ebc79f524919,Court 6,6,pickleball,outdoor,Professional pickleball court 6,4,1,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
5ecc9bcc-2bf5-4e63-90e7-8d633acf3351,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,Court 1,1,pickleball,outdoor,Professional pickleball court 1,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
df1a1006-90a6-491a-a26d-9b1aac9e9e8e,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,Court 2,2,pickleball,hard,Professional pickleball court 2,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
eb8523a3-cc76-464f-b063-06256af32c52,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,Court 3,3,pickleball,clay,Professional pickleball court 3,4,0,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
fed1a6ae-da9f-4c60-b443-c556d60bbbad,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,Court 4,4,pickleball,synthetic,Professional pickleball court 4,4,1,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
7fe9d426-55ef-4a16-972c-5187bcf77635,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,Court 5,5,pickleball,indoor,Professional pickleball court 5,4,0,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
049d3e7b-17f9-427f-8cc0-6723a2ecfe90,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,Court 6,6,pickleball,outdoor,Professional pickleball court 6,4,1,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
a8f3d07d-323a-4552-9d84-0b674677249f,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,Court 7,7,pickleball,hard,Professional pickleball court 7,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
ba61a5c2-c721-4f4a-a16b-c8a75ae6d137,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,Court 8,8,pickleball,clay,Professional pickleball court 8,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
1a2d7dbf-b2d5-422b-bf49-4e7a88569fa6,77924470-8f96-4bbf-9117-47e749386a7c,Court 1,1,pickleball,outdoor,Professional pickleball court 1,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
587cbff7-22a0-47ac-b0d1-bc23b7b132b5,77924470-8f96-4bbf-9117-47e749386a7c,Court 2,2,pickleball,hard,Professional pickleball court 2,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
b373bd43-fd37-40ef-967c-3cf73c08d3f4,77924470-8f96-4bbf-9117-47e749386a7c,Court 3,3,pickleball,clay,Professional pickleball court 3,4,0,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
4ee8c0d9-92fd-4200-9519-8402e57bd5da,77924470-8f96-4bbf-9117-47e749386a7c,Court 4,4,pickleball,synthetic,Professional pickleball court 4,4,1,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
9aa97207-acf6-4e04-9a06-21dd8b6b86fe,77924470-8f96-4bbf-9117-47e749386a7c,Court 5,5,pickleball,indoor,Professional pickleball court 5,4,0,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
c5da6f2e-2fea-41ad-ab5c-a112a639e970,807b3d73-be68-42e0-9062-4d4cc0d226f4,Court 1,1,pickleball,outdoor,Professional pickleball court 1,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
8fded7e5-a62e-4368-837c-06d68e8aeb6d,807b3d73-be68-42e0-9062-4d4cc0d226f4,Court 2,2,pickleball,hard,Professional pickleball court 2,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
814815d3-91b1-449d-9acf-54880c8f84c6,807b3d73-be68-42e0-9062-4d4cc0d226f4,Court 3,3,pickleball,clay,Professional pickleball court 3,4,0,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
b1628d69-5908-428b-9de1-28e72c5f3280,807b3d73-be68-42e0-9062-4d4cc0d226f4,Court 4,4,pickleball,synthetic,Professional pickleball court 4,4,1,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
dd2d1579-2609-4d1b-8147-c1c8bafc7acd,807b3d73-be68-42e0-9062-4d4cc0d226f4,Court 5,5,pickleball,indoor,Professional pickleball court 5,4,0,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
b9e139e1-7ec8-4ede-a438-26d7e9b0a7e2,25b3e878-5f5e-4b2e-a404-a7eb2507e407,Court 1,1,pickleball,outdoor,Professional pickleball court 1,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
5b32e8ea-f556-4435-a212-98d5c37ea647,25b3e878-5f5e-4b2e-a404-a7eb2507e407,Court 2,2,pickleball,hard,Professional pickleball court 2,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
d7ca8634-3d17-4022-8161-589d192d94dd,25b3e878-5f5e-4b2e-a404-a7eb2507e407,Court 3,3,pickleball,clay,Professional pickleball court 3,4,0,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
2b836731-e749-461d-8756-ed1ade4456dd,25b3e878-5f5e-4b2e-a404-a7eb2507e407,Court 4,4,pickleball,synthetic,Professional pickleball court 4,4,1,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
f9e46c48-1f75-4a0f-b1dd-36e819f5d8fb,25b3e878-5f5e-4b2e-a404-a7eb2507e407,Court 5,5,pickleball,indoor,Professional pickleball court 5,4,0,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
7c4e7bfe-7d63-4c25-baca-d25ea93fc190,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,Court 1,1,pickleball,outdoor,Professional pickleball court 1,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
84c99c95-ddbd-4095-b0dc-f33acb44f071,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,Court 2,2,pickleball,hard,Professional pickleball court 2,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
10f70b1e-dafc-4eb9-9936-b1fe8c037e94,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,Court 3,3,pickleball,clay,Professional pickleball court 3,4,0,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
8e38d3b2-d9a4-458d-abc1-cb613bba3d28,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,Court 4,4,pickleball,synthetic,Professional pickleball court 4,4,1,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
dc901195-8df8-444a-aeae-97d90d159e54,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,Court 5,5,pickleball,indoor,Professional pickleball court 5,4,0,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
8b17db41-e7f2-4f99-b0c5-af03ca05e8fc,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,Court 6,6,pickleball,outdoor,Professional pickleball court 6,4,1,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
59f54acf-beed-4590-8429-be387c93d1f6,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,Court 1,1,pickleball,outdoor,Professional pickleball court 1,4,0,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
1af2dd25-15d1-49fe-ad05-7bee7179fa7e,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,Court 2,2,pickleball,hard,Professional pickleball court 2,4,1,35.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
6acd0dd5-59a3-4660-9e81-384e596c2478,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,Court 3,3,pickleball,clay,Professional pickleball court 3,4,0,25.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
2ad29ee5-e26d-4b01-b01f-b91322949030,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,Court 4,4,pickleball,synthetic,Professional pickleball court 4,4,1,30.00,active,2024-01-11 00:00:00,2026-01-04 14:58:04,23adaeda-61a3-464f-b460-80193d1d63da,,
