id,user_id,company_id,branch_id,booking_number,booking_status,booking_source,subtotal,discount_amount,tax_amount,fee_amount,total_amount,currency,payment_status,notes,cancelled_at,cancelled_by,cancellation_reason,created_at,updated_at,created_by,updated_by,deleted_at
adfac5d7-7e8e-46da-9fa7-be742cca316b,b20dc445-8a42-4694-a7e0-c7df549138cc,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842020034,confirmed,customer_app,60.00,0.00,4.80,0.00,64.80,USD,failed,,,,,2025-12-06 02:00:00,2026-01-04 14:58:04,b20dc445-8a42-4694-a7e0-c7df549138cc,,
355e4019-25e6-4d61-b86c-b66ac974d380,85c52e93-6b90-4941-a3d0-edce1649da44,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842020035,cancelled,customer_web,35.00,0.00,2.80,0.00,37.80,USD,refunded,Customer requested cancellation,2025-12-24 08:00:00,85c52e93-6b90-4941-a3d0-edce1649da44,Customer request,2025-12-23 08:00:00,2026-01-04 14:58:04,85c52e93-6b90-4941-a3d0-edce1649da44,,
80794982-1ea6-4427-b211-8e5cf94e78ec,235316ca-fcdd-4bd5-950f-d33a1f6c303c,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,BK386842020036,confirmed,customer_web,45.00,4.50,3.60,0.00,44.10,USD,failed,,,,,2026-02-17 09:00:00,2026-01-04 14:58:04,235316ca-fcdd-4bd5-950f-d33a1f6c303c,,
1a022f26-baca-4393-bfe7-4ad67d7937a0,416d945c-161e-4330-9fea-ae2888ca2120,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,BK386842020037,confirmed,admin_manual,35.00,0.00,2.80,0.00,37.80,USD,failed,,,,,2026-02-06 05:00:00,2026-01-04 14:58:04,416d945c-161e-4330-9fea-ae2888ca2120,,
eb49eb3a-bfbc-4544-9bf7-de02324a17cd,2312613b-91cc-4f99-95dd-dda6820a8e5a,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,BK386842020038,confirmed,customer_web,45.00,0.00,3.60,0.00,48.60,USD,failed,,,,,2026-02-06 00:00:00,2026-01-04 14:58:04,2312613b-91cc-4f99-95dd-dda6820a8e5a,,
ea44754e-2b4f-4835-987e-0e33a3bebf79,73c14063-593f-4f70-bc89-91226848617a,33869224-fd18-42b2-b27c-ba6f984995b8,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,BK386842020039,completed,admin_manual,52.50,0.00,4.20,0.00,56.70,USD,succeeded,,,,,2026-02-26 10:00:00,2026-01-04 14:58:04,73c14063-593f-4f70-bc89-91226848617a,,
ce0de9dc-4b9a-4f56-8a18-832627681850,e0fff3da-3342-45cb-9fd4-395ac251b90b,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,BK386842020040,pending,customer_app,60.00,0.00,4.80,0.00,64.80,USD,succeeded,,,,,2026-02-07 00:00:00,2026-01-04 14:58:04,e0fff3da-3342-45cb-9fd4-395ac251b90b,,
728fdd8f-f82d-4106-8f78-72b522fcedbf,52efba3d-138f-4b14-b601-2b6af84884d7,b411647a-a044-4395-b9ce-21ba61d2dc49,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,BK386842020041,confirmed,customer_app,25.00,2.50,2.00,0.00,24.50,USD,succeeded,,,,,2026-02-06 10:00:00,2026-01-04 14:58:04,52efba3d-138f-4b14-b601-2b6af84884d7,,
a80eaa3b-948f-401a-9807-9b711500f068,98e36069-876d-46e3-8430-63300e5e3fd8,38838bd5-9249-449c-8118-473dec2d5057,25b3e878-5f5e-4b2e-a404-a7eb2507e407,BK386842020042,confirmed,customer_app,60.00,0.00,4.80,0.00,64.80,USD,succeeded,,,,,2025-12-29 06:00:00,2026-01-04 14:58:04,98e36069-876d-46e3-8430-63300e5e3fd8,,
ce6d0339-80ab-4c5e-999d-46b6c97a9a00,c062bd5e-32fa-49b5-9c96-20c00f7c0099,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,BK386842020043,confirmed,admin_manual,52.50,0.00,4.20,0.00,56.70,USD,succeeded,,,,,2026-01-16 06:00:00,2026-01-04 14:58:04,c062bd5e-32fa-49b5-9c96-20c00f7c0099,,
0def09e9-b8a9-49d5-a5cc-1bebaeac6993,1479df99-4ca4-4073-8292-9eee9298a5f6,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,BK386842020044,pending,admin_manual,60.00,6.00,4.80,0.00,58.80,USD,pending,,,,,2025-12-20 03:00:00,2026-01-04 14:58:04,1479df99-4ca4-4073-8292-9eee9298a5f6,,
842f95f4-d60c-4f6f-af2c-c2043dbf794a,487d7d66-1fed-41f3-aba1-0d3f281c6fc5,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,BK386842020045,confirmed,admin_manual,52.50,5.25,4.20,0.00,51.45,USD,succeeded,,,,,2025-12-06 09:00:00,2026-01-04 14:58:04,487d7d66-1fed-41f3-aba1-0d3f281c6fc5,,
87ad539a-f029-4a9f-904f-6554cb89dd3d,275eb69c-8a74-4e48-b65f-c9cb96079958,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,BK386842020046,completed,admin_manual,30.00,3.00,2.40,0.00,29.40,USD,pending,,,,,2025-12-12 09:00:00,2026-01-04 14:58:04,275eb69c-8a74-4e48-b65f-c9cb96079958,,
5daa7895-2e3c-4e6e-bb98-1462227db8f1,6ef9785c-5af9-478a-98ec-a58ef9b6125c,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842020047,confirmed,admin_manual,45.00,0.00,3.60,0.00,48.60,USD,pending,,,,,2026-01-07 10:00:00,2026-01-04 14:58:04,6ef9785c-5af9-478a-98ec-a58ef9b6125c,,
53d6b4e9-0ef3-482c-b3ca-7ae36f7fc068,d77da917-ae22-454f-92b4-02df880eeace,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,BK386842020048,pending,customer_web,52.50,0.00,4.20,0.00,56.70,USD,failed,,,,,2026-01-13 00:00:00,2026-01-04 14:58:04,d77da917-ae22-454f-92b4-02df880eeace,,
6986f2dd-12a0-4be2-ae4d-4977d96943b4,e0fff3da-3342-45cb-9fd4-395ac251b90b,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842020049,confirmed,admin_manual,35.00,3.50,2.80,0.00,34.30,USD,pending,,,,,2026-01-27 04:00:00,2026-01-04 14:58:04,e0fff3da-3342-45cb-9fd4-395ac251b90b,,
9284a181-2204-4db4-bdf6-98fe6eadbc2b,5550badf-faab-4cff-9298-d12201b7e2f1,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,BK386842020050,completed,customer_web,52.50,0.00,4.20,0.00,56.70,USD,failed,,,,,2026-01-13 00:00:00,2026-01-04 14:58:04,5550badf-faab-4cff-9298-d12201b7e2f1,,
fa13ef72-e480-4a09-ba83-c771d396557c,4f8c0906-f410-4b29-9485-a5a2d0c48fcc,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,BK386842020051,completed,customer_web,50.00,0.00,4.00,0.00,54.00,USD,failed,,,,,2026-02-06 08:00:00,2026-01-04 14:58:04,4f8c0906-f410-4b29-9485-a5a2d0c48fcc,,
61c165cb-7f66-4047-beab-94ea07746588,e0fff3da-3342-45cb-9fd4-395ac251b90b,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842030052,cancelled,customer_web,35.00,3.50,2.80,0.00,34.30,USD,refunded,Customer requested cancellation,2025-12-27 09:00:00,e0fff3da-3342-45cb-9fd4-395ac251b90b,Customer request,2025-12-26 09:00:00,2026-01-04 14:58:04,e0fff3da-3342-45cb-9fd4-395ac251b90b,,
6cde1986-58f5-4e45-b60d-26688f706f06,c1c66332-ddd1-45a8-b977-3e5659f67301,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,BK386842030053,pending,admin_manual,30.00,3.00,2.40,0.00,29.40,USD,failed,,,,,2026-02-23 07:00:00,2026-01-04 14:58:04,c1c66332-ddd1-45a8-b977-3e5659f67301,,
17607987-2d09-4e23-98a0-31c90a87b31a,7b6069ec-5dad-4166-8a29-6d773bffd2cb,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,BK386842030054,confirmed,admin_manual,45.00,4.50,3.60,0.00,44.10,USD,succeeded,,,,,2026-02-25 04:00:00,2026-01-04 14:58:04,7b6069ec-5dad-4166-8a29-6d773bffd2cb,,
4f0d2e15-6521-4e0f-a287-8c61d282f5f5,551b8471-c83b-43bc-a31e-1138813257e1,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842030055,pending,customer_app,60.00,0.00,4.80,0.00,64.80,USD,pending,,,,,2025-12-06 01:00:00,2026-01-04 14:58:04,551b8471-c83b-43bc-a31e-1138813257e1,,
26746a4b-66d1-48ca-9cc8-40a8238f944c,3a25ace4-27dc-4619-81e8-0ba15086b640,38838bd5-9249-449c-8118-473dec2d5057,25b3e878-5f5e-4b2e-a404-a7eb2507e407,BK386842030056,completed,customer_web,70.00,7.00,5.60,0.00,68.60,USD,failed,,,,,2026-03-01 03:00:00,2026-01-04 14:58:04,3a25ace4-27dc-4619-81e8-0ba15086b640,,
7b93ec9c-d58a-4179-a742-eee2abad3f79,d8ea589b-93d6-4631-aff6-5770dae08f29,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,BK386842030057,pending,customer_web,35.00,0.00,2.80,0.00,37.80,USD,pending,,,,,2026-02-23 10:00:00,2026-01-04 14:58:04,d8ea589b-93d6-4631-aff6-5770dae08f29,,
03944b9d-07cf-4e76-93c3-c30ea05f9019,d5f3704a-8387-41d1-a150-eeffc52d5a45,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,BK386842030058,completed,customer_web,60.00,0.00,4.80,0.00,64.80,USD,pending,,,,,2026-01-24 07:00:00,2026-01-04 14:58:04,d5f3704a-8387-41d1-a150-eeffc52d5a45,,
5b84b705-b54e-44a8-ae4f-2785ef23f484,3a25ace4-27dc-4619-81e8-0ba15086b640,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,BK386842030059,cancelled,admin_manual,25.00,0.00,2.00,0.00,27.00,USD,refunded,Customer requested cancellation,2026-01-29 09:00:00,3a25ace4-27dc-4619-81e8-0ba15086b640,Customer request,2026-01-28 09:00:00,2026-01-04 14:58:04,3a25ace4-27dc-4619-81e8-0ba15086b640,,
9a2e9210-3005-4b77-856e-aa619f33708d,d6aae71b-665f-459c-b95c-316749044881,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,BK386842030060,confirmed,customer_web,52.50,5.25,4.20,0.00,51.45,USD,failed,,,,,2026-01-06 09:00:00,2026-01-04 14:58:04,d6aae71b-665f-459c-b95c-316749044881,,
a3cda635-c167-489c-aba1-ef06b982f227,f81b5321-6858-4d52-a4ee-660efcf5ec36,b411647a-a044-4395-b9ce-21ba61d2dc49,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,BK386842030061,cancelled,customer_app,50.00,0.00,4.00,0.00,54.00,USD,refunded,Customer requested cancellation,2026-02-22 03:00:00,f81b5321-6858-4d52-a4ee-660efcf5ec36,Customer request,2026-02-21 03:00:00,2026-01-04 14:58:04,f81b5321-6858-4d52-a4ee-660efcf5ec36,,
18e0d9ad-0ada-4726-97ca-a4e38b0052d9,38c3b73d-5884-4005-9e41-0acc635fefe1,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,BK386842030062,cancelled,admin_manual,70.00,0.00,5.60,0.00,75.60,USD,refunded,Customer requested cancellation,2025-12-13 05:00:00,38c3b73d-5884-4005-9e41-0acc635fefe1,Customer request,2025-12-12 05:00:00,2026-01-04 14:58:04,38c3b73d-5884-4005-9e41-0acc635fefe1,,
