id,actor_user_id,action,entity_type,entity_id,before_snapshot,after_snapshot,ip_address,user_agent,metadata,created_at
a4c671ef-0b87-454a-b1e5-66d6a160de71,00aac3cb-bef1-4302-a402-6fa357a5ba3b,auth.logout,branch,8ad10edd-9e5f-496f-93a4-31308d49c82e,,,192.168.1.195,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""auth.logout"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""33869224-fd18-42b2-b27c-ba6f984995b8"",""branch_id"":""339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-24 14:58:04
cb1f6d81-efc8-408d-8562-4461a6c63a68,3748ab26-b6d6-4b0e-a0ff-083b8a3081c2,auth.signup,membership,d5a4f437-d2d0-4eaa-b2d0-eb5826388afc,,,192.168.1.4,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""auth.signup"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""8463e550-2cb3-41a1-86f4-17ae589e073a"",""branch_id"":""eab23b60-2e47-4b22-a9ad-61036724db86"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-23 14:58:04
ae1bba16-53ab-48a6-a914-92a35a478c6f,3cb8320d-9409-46c3-aa01-511b8407d7cf,create,user,0b6c53f5-9c23-4650-b498-5b870073e239,,,192.168.1.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""create"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""38838bd5-9249-449c-8118-473dec2d5057"",""branch_id"":""25b3e878-5f5e-4b2e-a404-a7eb2507e407"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2025-12-22 14:58:04
b5cd8ac0-2bfe-4b5a-91db-2d526b3ee8b3,38c3b73d-5884-4005-9e41-0acc635fefe1,court.view,branch,dc0a070e-721a-4dfd-a1d3-c5f3bb201076,,,192.168.1.179,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""court.view"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""b200245d-aec6-421e-83b7-9f2968e76d78"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-21 14:58:04
d70a4b0b-58a9-40c1-8b61-d3f86bbafa5d,23adaeda-61a3-464f-b460-80193d1d63da,delete,company,198dda43-4d56-414a-ac8e-4510648795a0,,,192.168.1.126,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""delete"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""8463e550-2cb3-41a1-86f4-17ae589e073a"",""branch_id"":""9482d0c5-1d4c-4189-8c98-45deba4320da"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2025-12-20 14:58:04
6ed2058b-a135-403f-a13b-72a8ddaeb4a1,f81b5321-6858-4d52-a4ee-660efcf5ec36,explore.search,branch,71361249-c5ef-46df-a756-20e8b23cee00,,,192.168.1.52,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""explore.search"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""0c0c761a-4d95-4133-937b-ebc79f524919"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-19 14:58:04
2957e5bc-7ad3-4201-b23f-b9b81c79c9be,81a62d89-cefb-4134-8651-4e6cb91875f2,auth.login,membership,033dffd9-7f03-47a5-a3e3-d5fbbe510328,,,192.168.1.185,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""auth.login"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""9cbcfedf-4455-4cfb-b412-d19cefd851ca"",""branch_id"":""807b3d73-be68-42e0-9062-4d4cc0d226f4"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-18 14:58:04
e77315bb-3572-4d85-b9e1-7bca066644d5,480f1cbd-f0f8-4539-9968-0b41e5d146e0,update,user,e535e107-9eee-40a8-b00a-1262812ff2b5,,,192.168.1.123,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""update"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""b200245d-aec6-421e-83b7-9f2968e76d78"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-17 14:58:04
e31b3d81-76de-4b6e-9172-5ab9bc65b66f,3a25ace4-27dc-4619-81e8-0ba15086b640,auth.logout,payment,030c2333-ebe9-4ca9-bf6b-98b52d62547f,,,192.168.1.162,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""auth.logout"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""38838bd5-9249-449c-8118-473dec2d5057"",""branch_id"":""86cbbf39-d3e3-4bee-ada9-0fa567bf5987"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-16 14:58:04
92a3b7dd-f246-4980-b761-35bc73dfde61,fc77fec7-e38d-4f68-96c6-1a6bdbcd66aa,branch.view,company,0305f504-3e7a-46a3-b7d5-656ad0ab223d,,,192.168.1.181,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""branch.view"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""8463e550-2cb3-41a1-86f4-17ae589e073a"",""branch_id"":""eab23b60-2e47-4b22-a9ad-61036724db86"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-15 14:58:04
b4772d7a-2054-48fb-a84f-c14e1e4f00e7,23adaeda-61a3-464f-b460-80193d1d63da,login,company,685dea9b-a9da-486c-8d47-7b2162bb234c,,,192.168.1.32,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""login"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""32854e5d-bab8-41b7-9b33-13bcf30260cf"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-14 14:58:04
03e5af1d-5ac7-4da9-a999-eac17ae8a059,73c14063-593f-4f70-bc89-91226848617a,payment.confirmed,membership,84bfecc2-ad73-48ce-a8a8-4eff7ea21077,,,192.168.1.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""payment.confirmed"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""9cbcfedf-4455-4cfb-b412-d19cefd851ca"",""branch_id"":""77924470-8f96-4bbf-9117-47e749386a7c"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-13 14:58:04
c8927a96-962c-498c-948d-e2643ddd9961,8603fcc5-9585-4977-9eb7-11aefeddd7f8,create,company,0293be4d-72db-49b1-9fb7-5d8ade73cd27,,,192.168.1.61,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""create"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""38838bd5-9249-449c-8118-473dec2d5057"",""branch_id"":""86cbbf39-d3e3-4bee-ada9-0fa567bf5987"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-12 14:58:04
569d438f-b730-434c-819f-728f289a7fef,6ef9785c-5af9-478a-98ec-a58ef9b6125c,booking.cancelled,booking,842f95f4-d60c-4f6f-af2c-c2043dbf794a,,,192.168.1.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""booking.cancelled"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""32854e5d-bab8-41b7-9b33-13bcf30260cf"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-11 14:58:04
e7647d87-6a43-4ac4-9c0e-7a1d3a022862,6ef9785c-5af9-478a-98ec-a58ef9b6125c,branch.view,membership,f7506309-e9dc-49c5-8ef8-53fef6c42c72,,,192.168.1.48,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""branch.view"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""0c0c761a-4d95-4133-937b-ebc79f524919"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2025-12-10 14:58:04
81eed1f9-0af7-4dad-bdb6-64ecf345b020,73c14063-593f-4f70-bc89-91226848617a,update,membership,4c36cbcd-7bd6-441e-aecc-907f307fbf3b,,,192.168.1.10,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""update"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""99ab617a-c78e-49ed-9ed9-9395d5dba4b5"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2025-12-09 14:58:04
8aa5ac9c-3b3f-4852-9804-de3ff3f2757e,23adaeda-61a3-464f-b460-80193d1d63da,update,payment,4ad87050-ba08-4e9f-8a62-60d7433a8993,,,192.168.1.91,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""update"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""33869224-fd18-42b2-b27c-ba6f984995b8"",""branch_id"":""6f996f5c-9b87-401f-b8e3-3f3286a589f4"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-08 14:58:04
16eb44c3-1b5a-4673-89dd-2e81704f0c4b,118a293b-42df-4c14-b383-d87d81dbdc93,login,company,a7ed50df-802f-4f2b-baec-e3a7a259a8c6,,,192.168.1.178,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""login"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""b200245d-aec6-421e-83b7-9f2968e76d78"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-07 14:58:04
e343fa02-5bc3-4d41-98cb-3c8b468c0516,52efba3d-138f-4b14-b601-2b6af84884d7,auth.login,membership,08ce515b-fca4-453a-989f-dff41da5e145,,,192.168.1.195,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""auth.login"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""9cbcfedf-4455-4cfb-b412-d19cefd851ca"",""branch_id"":""807b3d73-be68-42e0-9062-4d4cc0d226f4"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2025-12-06 14:58:04
3496be56-ba69-40a1-87ff-1f3bff7944de,85c52e93-6b90-4941-a3d0-edce1649da44,auth.logout,booking,5daa7895-2e3c-4e6e-bb98-1462227db8f1,,,192.168.1.143,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""auth.logout"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""38838bd5-9249-449c-8118-473dec2d5057"",""branch_id"":""86cbbf39-d3e3-4bee-ada9-0fa567bf5987"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2026-01-04 14:58:04
e67988b4-37c1-4571-8502-3ed649845c0d,7b6069ec-5dad-4166-8a29-6d773bffd2cb,branch.view,company,5b0cbbd0-90ff-4bdc-87a3-918ee08ec2b7,,,192.168.1.16,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""branch.view"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""38838bd5-9249-449c-8118-473dec2d5057"",""branch_id"":""86cbbf39-d3e3-4bee-ada9-0fa567bf5987"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2026-01-03 14:58:04
6a62435e-10d6-4e06-af1c-a5648c19830d,ff932d57-d80e-47b8-8890-1bc4be34f16f,create,branch,9f779cea-092e-4a3f-bb25-55c74d3149ee,,,192.168.1.158,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""create"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""b200245d-aec6-421e-83b7-9f2968e76d78"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2026-01-02 14:58:04
4e737d20-346e-45f2-9844-e27c32ab26fe,8ea49143-2e39-4d36-bca2-d2fe0f8ed895,create,payment,efe9851c-e55f-4625-b5c0-a2edfaf4752b,,,192.168.1.193,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""create"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""9cbcfedf-4455-4cfb-b412-d19cefd851ca"",""branch_id"":""77924470-8f96-4bbf-9117-47e749386a7c"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2026-01-01 14:58:04
4ab2d553-d6bf-4ba9-b150-bcc1efd6fa41,7eaadfbb-542e-4d51-9a89-0c83b6938040,login,user,63ace910-57c3-45a8-a604-322ec01a67cf,,,192.168.1.26,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""login"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""8463e550-2cb3-41a1-86f4-17ae589e073a"",""branch_id"":""eab23b60-2e47-4b22-a9ad-61036724db86"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-31 14:58:04
975d7282-53c7-4266-b569-152499c21d9c,d8ea589b-93d6-4631-aff6-5770dae08f29,auth.login,membership,fafe03ea-5771-41ad-a66a-01a3bfb2724a,,,192.168.1.165,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""auth.login"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""38838bd5-9249-449c-8118-473dec2d5057"",""branch_id"":""3b4fbdf4-13aa-4f83-8d90-3562412f43b1"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-30 14:58:04
2d4c9825-a15f-41e6-9d5e-f1b6f7309e4d,00aac3cb-bef1-4302-a402-6fa357a5ba3b,delete,membership,ae32a3dc-eba8-476b-8ba1-9dee91f1462b,,,192.168.1.112,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""delete"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""38838bd5-9249-449c-8118-473dec2d5057"",""branch_id"":""3b4fbdf4-13aa-4f83-8d90-3562412f43b1"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-29 14:58:04
d8caa44a-baa8-4a49-a677-7c75e07313de,124b8f6b-50bf-4b34-ae21-77650e54e7f4,update,booking,b060c0f4-75c6-4c31-b7e7-59785374ccf9,,,192.168.1.21,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""update"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""8463e550-2cb3-41a1-86f4-17ae589e073a"",""branch_id"":""b7871655-3ad6-4a91-9122-c40bf86ce57a"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2025-12-28 14:58:04
5eb85a64-6dad-4c06-a363-64e1d1f0622f,118a293b-42df-4c14-b383-d87d81dbdc93,delete,branch,610331c2-2eaf-417c-81aa-4e1ae34d60b6,,,192.168.1.224,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""delete"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""8463e550-2cb3-41a1-86f4-17ae589e073a"",""branch_id"":""9482d0c5-1d4c-4189-8c98-45deba4320da"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2025-12-27 14:58:04
1c5b0263-7689-4b9b-a9f9-21821c9b1209,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,booking.confirmed,membership,83dfc266-29f7-4a2a-8c97-f55f58e018db,,,192.168.1.198,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""booking.confirmed"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""38838bd5-9249-449c-8118-473dec2d5057"",""branch_id"":""3b4fbdf4-13aa-4f83-8d90-3562412f43b1"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-26 14:58:04
e9a261d6-0d1a-467a-8467-a34149dcb010,a9665ba4-dfc9-44c6-b256-17fe1f6dbe4a,login,branch,e8bd9c12-e901-4c80-8354-65b5d1710bdf,,,192.168.1.67,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""login"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""38838bd5-9249-449c-8118-473dec2d5057"",""branch_id"":""86cbbf39-d3e3-4bee-ada9-0fa567bf5987"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-25 14:58:04
e53ab4ca-97a9-4f60-838b-d0c7f787b1cc,8425e9cc-0c0b-4c3d-be0c-b9c775d6cbfd,update,booking,17d1b3be-3339-465c-a72d-11ea1ae645f1,,,192.168.1.52,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""update"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""b200245d-aec6-421e-83b7-9f2968e76d78"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-24 14:58:04
f1c6c6d1-98aa-4b92-9006-45051302983e,23adaeda-61a3-464f-b460-80193d1d63da,update,branch,4200c830-98ab-4b57-ba58-1b6490353d8f,,,192.168.1.85,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""update"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""33869224-fd18-42b2-b27c-ba6f984995b8"",""branch_id"":""6f996f5c-9b87-401f-b8e3-3f3286a589f4"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-23 14:58:04
832bda0c-1238-4d77-8183-efed93f19835,39c9cff1-caee-48a5-9792-4120908a0a88,court.view,company,9ce93e79-0d28-494b-8257-3a160005234d,,,192.168.1.135,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""court.view"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""0c0c761a-4d95-4133-937b-ebc79f524919"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2025-12-22 14:58:04
0d5aa2a0-ba42-4549-a524-83700314799a,d5f3704a-8387-41d1-a150-eeffc52d5a45,login,payment,70f92e40-0bb5-43e6-84b7-0a5ec692fcb8,,,192.168.1.210,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""login"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""32854e5d-bab8-41b7-9b33-13bcf30260cf"",""page_path"":""/app/bookings"",""device_type"":""tablet"",""properties"":{""test"":""data""}}",2025-12-21 14:58:04
4cb2d2a8-93ff-4d5a-90e9-28da061e9697,1dcaab2a-d207-4cac-9a0f-392124a90fb9,update,user,f2107c0a-093f-447a-9cc8-d5a83c64be9e,,,192.168.1.157,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""update"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""9cbcfedf-4455-4cfb-b412-d19cefd851ca"",""branch_id"":""77924470-8f96-4bbf-9117-47e749386a7c"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-20 14:58:04
0185e89a-3196-4e96-9cca-eb62a73f6a1a,85c52e93-6b90-4941-a3d0-edce1649da44,delete,branch,8b6848d9-c19d-48a3-b4c5-f1d7a1dd9af1,,,192.168.1.208,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""delete"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""b411647a-a044-4395-b9ce-21ba61d2dc49"",""branch_id"":""99ab617a-c78e-49ed-9ed9-9395d5dba4b5"",""page_path"":""/app/bookings"",""device_type"":""mobile"",""properties"":{""test"":""data""}}",2025-12-19 14:58:04
af902718-1879-4b4c-b64c-b21d6fb56a74,2379e53a-b35b-451a-ba9c-c73e27fdaeb1,explore.search,payment,2a869232-bbff-4c9c-a198-236e69f10882,,,192.168.1.86,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""event_name"":""explore.search"",""event_time"":""2026-01-04 14:58:04"",""company_id"":""33869224-fd18-42b2-b27c-ba6f984995b8"",""branch_id"":""339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea"",""page_path"":""/app/bookings"",""device_type"":""desktop"",""properties"":{""test"":""data""}}",2025-12-18 14:58:04
