id,user_id,company_id,booking_id,invoice_id,membership_cycle_id,amount,currency,payment_method,payment_status,provider,provider_transaction_id,provider_metadata,failure_reason,paid_at,created_at,updated_at,created_by,updated_by,deleted_at
b7b0751e-adc2-4d21-91df-1a5cb8a7ccb2,e0fff3da-3342-45cb-9fd4-395ac251b90b,b411647a-a044-4395-b9ce-21ba61d2dc49,ce0de9dc-4b9a-4f56-8a18-832627681850,,,64.80,USD,debit_card,succeeded,stripe,txn_fcf69a918a394bb1a1309c75af99073a,{},,2026-02-08 00:00:00,2026-02-07 00:00:00,2026-01-04 14:58:04,,,
8964ef78-cee0-47e2-a24d-eac48a2bbd1b,52efba3d-138f-4b14-b601-2b6af84884d7,b411647a-a044-4395-b9ce-21ba61d2dc49,728fdd8f-f82d-4106-8f78-72b522fcedbf,,,24.50,USD,debit_card,succeeded,stripe,txn_f1a55fca5f9b4fb99013e50a82057663,{},,2026-02-07 10:00:00,2026-02-06 10:00:00,2026-01-04 14:58:04,,,
acf32b8c-60d6-42ed-bca4-b880ed0bc5fe,98e36069-876d-46e3-8430-63300e5e3fd8,38838bd5-9249-449c-8118-473dec2d5057,a80eaa3b-948f-401a-9807-9b711500f068,,,64.80,USD,credit_card,succeeded,stripe,txn_7a364f6ad952405cafa1d8699a6b1489,{},,2025-12-30 06:00:00,2025-12-29 06:00:00,2026-01-04 14:58:04,,,
765d7513-19b9-4aff-86d5-0d36e358fb95,c062bd5e-32fa-49b5-9c96-20c00f7c0099,8463e550-2cb3-41a1-86f4-17ae589e073a,ce6d0339-80ab-4c5e-999d-46b6c97a9a00,,,56.70,USD,debit_card,succeeded,stripe,txn_f6fdbb34fac542948c9c9b9cdc282ec0,{},,2026-01-17 06:00:00,2026-01-16 06:00:00,2026-01-04 14:58:04,,,
3a01689d-8493-4706-b849-180fb0554f6d,487d7d66-1fed-41f3-aba1-0d3f281c6fc5,b411647a-a044-4395-b9ce-21ba61d2dc49,842f95f4-d60c-4f6f-af2c-c2043dbf794a,,,51.45,USD,wallet,succeeded,stripe,txn_481e9fa1e404432b96dbeabe1413153e,{},,2025-12-07 09:00:00,2025-12-06 09:00:00,2026-01-04 14:58:04,,,
3e915263-1dd6-4fba-b9fc-0f8af9503f30,7b6069ec-5dad-4166-8a29-6d773bffd2cb,8463e550-2cb3-41a1-86f4-17ae589e073a,17607987-2d09-4e23-98a0-31c90a87b31a,,,44.10,USD,wallet,succeeded,stripe,txn_f54341c7714646f49dc4cd6d5cfd3e47,{},,2026-02-26 04:00:00,2026-02-25 04:00:00,2026-01-04 14:58:04,,,
6e39f224-84db-41dc-931e-9569705c6cb5,cd1f2aec-d0f8-4abb-b475-fe67cbd6d222,33869224-fd18-42b2-b27c-ba6f984995b8,618e72e5-838c-4492-ad66-eacd9eb3a2fd,,,48.60,USD,credit_card,succeeded,stripe,txn_62a451966b1f4bf5bb2afd179c37398c,{},,2025-12-11 01:00:00,2025-12-10 01:00:00,2026-01-04 14:58:04,,,
c1ff7950-ef93-420d-b665-66bbdc095646,52efba3d-138f-4b14-b601-2b6af84884d7,38838bd5-9249-449c-8118-473dec2d5057,d3ee6682-dc07-42d9-b7e8-cd9138b23433,,,64.80,USD,wallet,succeeded,stripe,txn_c77d8bfac7634e14afafec7c9beb207c,{},,2025-12-26 05:00:00,2025-12-25 05:00:00,2026-01-04 14:58:04,,,
d12ceb46-8706-4671-9b4f-a0063d44af94,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,38838bd5-9249-449c-8118-473dec2d5057,5502d22d-5906-46d4-ad2b-43a608fa5f3a,,,48.60,USD,credit_card,succeeded,stripe,txn_dc566a706ead4e66936480433244fc16,{},,2026-02-13 11:00:00,2026-02-12 11:00:00,2026-01-04 14:58:04,,,
53cd66a7-da9f-46d8-8217-fd23d631bfcd,ebef547f-47ba-4714-9089-09d0de16512d,33869224-fd18-42b2-b27c-ba6f984995b8,6da15f92-da00-484e-ab19-18424a34d8d0,,,37.80,USD,debit_card,succeeded,stripe,txn_08d2ef0bfc6547a2af5bc8b393d9660c,{},,2025-12-20 06:00:00,2025-12-19 06:00:00,2026-01-04 14:58:04,,,
286dba43-4fc0-47b0-b362-4890029dfad7,1479df99-4ca4-4073-8292-9eee9298a5f6,33869224-fd18-42b2-b27c-ba6f984995b8,ad4141ce-cdd2-4324-91b0-0fadd5b49228,,,29.40,USD,credit_card,succeeded,stripe,txn_70b2519926b74f2ba9e19bc19b5574df,{},,2026-02-18 08:00:00,2026-02-17 08:00:00,2026-01-04 14:58:04,,,
654669eb-dbdc-4245-a15c-da4299f96d2c,487d7d66-1fed-41f3-aba1-0d3f281c6fc5,33869224-fd18-42b2-b27c-ba6f984995b8,bd8926b5-4b2d-4dc8-aa1e-0273b4a4c418,,,75.60,USD,debit_card,succeeded,stripe,txn_3b9fbd4b6536439ebf665b322160ab4e,{},,2026-02-17 10:00:00,2026-02-16 10:00:00,2026-01-04 14:58:04,,,
e7a805fc-0b16-4c74-aa6b-927a11b1d618,27d56a5c-fb1a-492f-9d4a-8d294aa77209,8463e550-2cb3-41a1-86f4-17ae589e073a,37e1f074-0933-4f7d-a5d5-96135fe7f76e,,,51.45,USD,debit_card,succeeded,stripe,txn_fa7c9818e56b4ac58fab5d1d98ab0c39,{},,2026-02-25 01:00:00,2026-02-24 01:00:00,2026-01-04 14:58:04,,,
e89d540c-8ba8-43e6-8317-fa603bf98d91,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,b411647a-a044-4395-b9ce-21ba61d2dc49,8839b4fd-7ca2-4702-aa92-4435c7647f16,,,64.80,USD,credit_card,succeeded,stripe,txn_1e7e63dc5c8b488bad9b7aab4f8abe51,{},,2025-12-05 07:00:00,2025-12-04 07:00:00,2026-01-04 14:58:04,,,
70a5e9dc-7196-4f08-b2d6-2e49e36c6bb2,d18aa61b-4a64-45c3-8a7c-904c55d5c0e0,8463e550-2cb3-41a1-86f4-17ae589e073a,6887f565-9c7d-4f4c-80c4-f018731f2b36,,,56.70,USD,credit_card,succeeded,stripe,txn_a6ac8a4af4424f53b1e364e5357a038a,{},,2026-01-03 01:00:00,2026-01-02 01:00:00,2026-01-04 14:58:04,,,
df4e7bb4-cbaf-49e5-8871-0092a9b7754b,c1c66332-ddd1-45a8-b977-3e5659f67301,b411647a-a044-4395-b9ce-21ba61d2dc49,fbcc16a3-6e61-479d-978c-f7b59d72ca50,,,27.00,USD,wallet,succeeded,stripe,txn_8987df38b82e430892adf1edf75eeca3,{},,2026-01-06 02:00:00,2026-01-05 02:00:00,2026-01-04 14:58:04,,,
93047145-653d-4453-9607-8083deee945c,c1c66332-ddd1-45a8-b977-3e5659f67301,38838bd5-9249-449c-8118-473dec2d5057,3a9e03df-83e5-4eac-b735-9c9003f37c25,,,56.70,USD,credit_card,succeeded,stripe,txn_6f672be2c1cd46aea928e13b6e9953c9,{},,2025-12-10 02:00:00,2025-12-09 02:00:00,2026-01-04 14:58:04,,,
4d79b041-9ac4-473e-929e-c4477f09db74,9ede05ba-e8ba-4e1c-a763-6eb938674bd4,8463e550-2cb3-41a1-86f4-17ae589e073a,70723a87-794b-436f-bb67-6eff1159d526,,,40.50,USD,credit_card,succeeded,stripe,txn_3ca0c4ce63684b66ab9d8963367cd4f1,{},,2026-01-08 01:00:00,2026-01-07 01:00:00,2026-01-04 14:58:04,,,
0dcc3db6-4ce6-425f-bae8-6cd09128e5ca,b20dc445-8a42-4694-a7e0-c7df549138cc,b411647a-a044-4395-b9ce-21ba61d2dc49,db4a485a-7e06-4d02-93ae-89925a33065c,,,64.80,USD,wallet,succeeded,stripe,txn_6e5ae0e674e14982aaa83e1fae93ae12,{},,2025-12-30 08:00:00,2025-12-29 08:00:00,2026-01-04 14:58:04,,,
87d62a7d-42e5-4e8f-bfe7-7825cba2808b,81a62d89-cefb-4134-8651-4e6cb91875f2,8463e550-2cb3-41a1-86f4-17ae589e073a,a215fd15-f051-4001-aebf-1b91bb369366,,,51.45,USD,debit_card,succeeded,stripe,txn_4aad07f1fecb44e790bfc96c9b6b3141,{},,2026-02-21 06:00:00,2026-02-20 06:00:00,2026-01-04 14:58:04,,,
af4135e4-b7b9-4f1e-9fac-66cfbcd17565,79a08445-53a5-4b3b-87ea-eadce504af71,8463e550-2cb3-41a1-86f4-17ae589e073a,eb7ef898-85d4-427d-91af-a4d11c5909ee,,,56.70,USD,debit_card,succeeded,stripe,txn_0dc1d2757d524a7eaeb0ed2bca378055,{},,2025-12-20 03:00:00,2025-12-19 03:00:00,2026-01-04 14:58:04,,,
c004c28d-66f5-45ad-8a14-548c44f0c6cd,e28da5bd-b8e1-4b86-9961-176a81349070,38838bd5-9249-449c-8118-473dec2d5057,7b5310b2-c6d2-4610-9a3c-81bbc99b47fa,,,54.00,USD,wallet,succeeded,stripe,txn_6d081a84049c429d944d579c3e989dbd,{},,2026-02-26 08:00:00,2026-02-25 08:00:00,2026-01-04 14:58:04,,,
73a734b9-f7a9-42d2-a72b-ae5b08f83540,7d574358-e456-4bc0-bd6e-737a4e660a59,9cbcfedf-4455-4cfb-b412-d19cefd851ca,3434ce5b-938d-4904-be01-ff9f03ea00df,,,40.50,USD,debit_card,succeeded,stripe,txn_b0a801097ddc4e0ea0d13770f11a6f81,{},,2026-03-02 10:00:00,2026-03-01 10:00:00,2026-01-04 14:58:04,,,
11b04989-f353-4df3-8bed-6d3c03dd1018,88b53f5b-4753-43ce-bd42-2f42750d71b6,8463e550-2cb3-41a1-86f4-17ae589e073a,fe4dd746-59bd-45a9-b123-35b6cd1f6c24,,,64.80,USD,wallet,succeeded,stripe,txn_8d924d52c0e1469698c681d35bf746fc,{},,2026-02-03 07:00:00,2026-02-02 07:00:00,2026-01-04 14:58:04,,,
904dc649-d9fb-4289-ae3c-2381d1e9c1cd,98e36069-876d-46e3-8430-63300e5e3fd8,38838bd5-9249-449c-8118-473dec2d5057,d3bc9438-5506-4b15-a1b9-8934cec5f255,,,54.00,USD,credit_card,succeeded,stripe,txn_6d9edfcc4e604ab4acac0b3992606645,{},,2026-02-15 02:00:00,2026-02-14 02:00:00,2026-01-04 14:58:04,,,
eab30ea4-b2e3-4a09-86b7-1d3d643e38b8,98e36069-876d-46e3-8430-63300e5e3fd8,9cbcfedf-4455-4cfb-b412-d19cefd851ca,2afed58b-b9f4-4a46-8c91-545a6dfe937d,,,48.60,USD,debit_card,succeeded,stripe,txn_099e053b2fc24ef3b5f2b5ab38e03d91,{},,2026-02-02 07:00:00,2026-02-01 07:00:00,2026-01-04 14:58:04,,,
6b275fa9-3a85-48e2-be4b-b560523922e2,7b6069ec-5dad-4166-8a29-6d773bffd2cb,33869224-fd18-42b2-b27c-ba6f984995b8,3b594d1e-4fda-4857-89a7-d505dc5c442c,,,48.60,USD,debit_card,succeeded,stripe,txn_3353df08c459480d8e7cc07bf81d2bbb,{},,2026-03-02 11:00:00,2026-03-01 11:00:00,2026-01-04 14:58:04,,,
f2088c63-ef59-4044-a0b5-ed3ac3aca6ec,0daa0cab-5d9e-4dd3-bcd0-512490ea5fa8,8463e550-2cb3-41a1-86f4-17ae589e073a,b16969e2-0007-46ad-9af4-3d123888abfd,,,51.45,USD,debit_card,succeeded,stripe,txn_213e9302691e4fa283abfd61d48fe76a,{},,2026-02-11 02:00:00,2026-02-10 02:00:00,2026-01-04 14:58:04,,,
5182fe44-26a5-428d-bfde-46855fe271f3,551b8471-c83b-43bc-a31e-1138813257e1,b411647a-a044-4395-b9ce-21ba61d2dc49,43071274-ecdc-4e2b-8674-20710efaafad,,,37.80,USD,credit_card,succeeded,stripe,txn_80aad00aa67e49778ba2abefb725ff15,{},,2026-02-13 10:00:00,2026-02-12 10:00:00,2026-01-04 14:58:04,,,
72929e71-c38f-4f65-bf4d-8494f4bc9b3e,73c14063-593f-4f70-bc89-91226848617a,9cbcfedf-4455-4cfb-b412-d19cefd851ca,240d5d0e-6f8f-4f77-8087-0ba7393bde34,,,75.60,USD,debit_card,succeeded,stripe,txn_e907c76ed14e40609db826483bbffa63,{},,2026-01-05 00:00:00,2026-01-04 00:00:00,2026-01-04 14:58:04,,,
be20e90d-d097-49c7-8f31-a2347b972cb5,73c14063-593f-4f70-bc89-91226848617a,33869224-fd18-42b2-b27c-ba6f984995b8,47f5915e-e311-46dd-a0a8-89158a9b67d5,,,64.80,USD,debit_card,succeeded,stripe,txn_3f57ee0aff17414cb04836b7b33a5ac5,{},,2025-12-31 06:00:00,2025-12-30 06:00:00,2026-01-04 14:58:04,,,
55dc22b7-a40c-4e9e-8da6-f43a3ac86a28,2312613b-91cc-4f99-95dd-dda6820a8e5a,38838bd5-9249-449c-8118-473dec2d5057,ea183a7e-5d84-4159-a285-984d4a995e35,,,29.40,USD,wallet,succeeded,stripe,txn_58e64730610c4f74b39cdb15d8e20cd6,{},,2026-01-11 00:00:00,2026-01-10 00:00:00,2026-01-04 14:58:04,,,
629a1e92-706a-4513-8005-df692239b2cc,f0af63da-b9a1-4cad-ab3a-cd733e31c40b,b411647a-a044-4395-b9ce-21ba61d2dc49,e066b29f-1818-4dc6-bd71-82a3779a9a4c,,,27.00,USD,credit_card,succeeded,stripe,txn_8e382001a0ac4c26a53925c2738a67f5,{},,2025-12-09 06:00:00,2025-12-08 06:00:00,2026-01-04 14:58:04,,,
bbf067e5-152d-4d6e-a65d-b07e9e2d0fa5,8603fcc5-9585-4977-9eb7-11aefeddd7f8,33869224-fd18-42b2-b27c-ba6f984995b8,053d7031-dcf6-4996-ae32-6b0273bcb3ad,,,56.70,USD,debit_card,succeeded,stripe,txn_c6edd588af0f44e3a86762895190efab,{},,2026-01-25 07:00:00,2026-01-24 07:00:00,2026-01-04 14:58:04,,,
1a294dc1-178a-4c63-84ad-95f754306c7d,ebef547f-47ba-4714-9089-09d0de16512d,38838bd5-9249-449c-8118-473dec2d5057,b3b0cdd4-c543-4184-98c9-930ce28ba6a3,,,32.40,USD,debit_card,succeeded,stripe,txn_e060fa241cb141b1aa921f02df9f74b7,{},,2026-01-11 01:00:00,2026-01-10 01:00:00,2026-01-04 14:58:04,,,
