id,booking_id,company_id,branch_id,court_id,service_id,start_datetime,end_datetime,duration_minutes,unit_price,quantity,subtotal,discount_amount,total_amount,created_at,updated_at,created_by,updated_by,deleted_at
e9b847a8-c6e5-4640-90fc-6ac1ded65b4f,760aa813-331b-4dc1-a3bb-ecdec6d079ea,33869224-fd18-42b2-b27c-ba6f984995b8,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,7616a9f7-999f-4516-9985-4eb0f27101c4,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-02-12 04:00:00,2026-02-12 05:30:00,90,35.00,1,52.50,0.00,56.70,2026-02-10 04:00:00,2026-01-04 14:58:04,,,
e3a1e267-a021-4e02-abd8-217cafc91969,cdfc0717-83d8-4ffe-9328-156ce42e9a1c,8463e550-2cb3-41a1-86f4-17ae589e073a,eab23b60-2e47-4b22-a9ad-61036724db86,f3803e66-22e5-4351-bca8-ea3b9c6a428f,25404fe4-0c4d-433c-9946-04595ad991a2,2025-12-29 06:00:00,2025-12-29 07:00:00,60,25.00,1,25.00,0.00,27.00,2025-12-27 06:00:00,2026-01-04 14:58:04,,,
3328073f-5d60-4d46-ab2b-eb24b9ee8d34,b75e0bd1-df74-4732-89d5-8547fa9c7450,9cbcfedf-4455-4cfb-b412-d19cefd851ca,77924470-8f96-4bbf-9117-47e749386a7c,4ee8c0d9-92fd-4200-9519-8402e57bd5da,648bf2b5-5e36-4f47-9620-ca5c86e74730,2026-02-04 08:00:00,2026-02-04 10:00:00,120,30.00,1,60.00,0.00,64.80,2026-02-02 08:00:00,2026-01-04 14:58:04,,,
09282d22-5e71-4327-95ef-e984c9dca9cf,13a5c01e-d87c-4405-97ee-bc31aff019dc,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,1af2dd25-15d1-49fe-ad05-7bee7179fa7e,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-01-08 02:00:00,2026-01-08 03:30:00,90,35.00,1,52.50,0.00,56.70,2026-01-06 02:00:00,2026-01-04 14:58:04,,,
f9b28ef2-8c68-4dbe-ad6c-d6799f331370,ef56e824-f925-4bbb-8d7e-ba30db6a5b07,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,e6861c1a-756c-47c0-b10e-6bc1ab365e92,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-22 00:00:00,2026-02-22 01:00:00,60,25.00,1,25.00,0.00,27.00,2026-02-20 00:00:00,2026-01-04 14:58:04,,,
6375ec4d-ea23-47c4-9cd2-033bc8fa2d55,3ce095f8-186e-4bfc-a26b-636c6eb157ba,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,7865d42c-a01e-4a7c-92ea-411437c04481,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-01-24 03:00:00,2026-01-24 05:00:00,120,30.00,1,60.00,0.00,64.80,2026-01-22 03:00:00,2026-01-04 14:58:04,,,
6ae2fb00-639e-4d07-b544-1ddea16cd4df,1c9bbd29-8819-40ba-8766-bc06897ead7e,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,eefdcdb0-07fa-4e12-a873-259347a570e7,595b4a67-966e-42b6-b52a-57d7819ecf35,2025-12-11 00:00:00,2025-12-11 02:00:00,120,30.00,1,60.00,0.00,64.80,2025-12-09 00:00:00,2026-01-04 14:58:04,,,
5e9e8368-5a5f-4e89-a567-6d9338530162,dd1a5ba5-1ded-42f9-af44-856fbe3acf26,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,2a3dcbdd-df6d-4ba9-827e-b8439a4fec53,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-25 07:00:00,2026-02-25 08:00:00,60,30.00,1,30.00,0.00,32.40,2026-02-23 07:00:00,2026-01-04 14:58:04,,,
31e79b98-0da8-4046-9f5d-1c9f9d23b424,2851a56f-de6c-4286-885c-26c7f032fc13,9cbcfedf-4455-4cfb-b412-d19cefd851ca,77924470-8f96-4bbf-9117-47e749386a7c,1a2d7dbf-b2d5-422b-bf49-4e7a88569fa6,648bf2b5-5e36-4f47-9620-ca5c86e74730,2026-02-27 05:00:00,2026-02-27 06:00:00,60,30.00,1,30.00,3.00,29.40,2026-02-25 05:00:00,2026-01-04 14:58:04,,,
f3085bf8-f6df-4a17-be3d-9c72365d4bce,70c2df92-3c79-4462-96ea-054b43a3cde1,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,dd2d1579-2609-4d1b-8147-c1c8bafc7acd,648bf2b5-5e36-4f47-9620-ca5c86e74730,2026-02-02 08:00:00,2026-02-02 09:00:00,60,35.00,1,35.00,0.00,37.80,2026-01-31 08:00:00,2026-01-04 14:58:04,,,
604dc6e1-9d66-45d9-bc4b-42e24248640d,9aa98181-b548-4836-9e69-cfc4d002b49b,38838bd5-9249-449c-8118-473dec2d5057,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,1af2dd25-15d1-49fe-ad05-7bee7179fa7e,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-02-04 02:00:00,2026-02-04 03:30:00,90,35.00,1,52.50,0.00,56.70,2026-02-02 02:00:00,2026-01-04 14:58:04,,,
7dda8448-9907-4695-b598-daebdf5432ac,adfac5d7-7e8e-46da-9fa7-be742cca316b,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,3d101d64-e4c8-494d-8226-bc95449a4bbf,595b4a67-966e-42b6-b52a-57d7819ecf35,2025-12-08 02:00:00,2025-12-08 04:00:00,120,30.00,1,60.00,0.00,64.80,2025-12-06 02:00:00,2026-01-04 14:58:04,,,
654b1958-6dc4-424a-9c66-7f653d5a8807,355e4019-25e6-4d61-b86c-b66ac974d380,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,d5a5c742-6728-4f2e-a011-d975338dc346,595b4a67-966e-42b6-b52a-57d7819ecf35,2025-12-25 08:00:00,2025-12-25 09:00:00,60,35.00,1,35.00,0.00,37.80,2025-12-23 08:00:00,2026-01-04 14:58:04,,,
92296b36-0ba4-4129-8904-52068da000d2,80794982-1ea6-4427-b211-8e5cf94e78ec,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,8e38d3b2-d9a4-458d-abc1-cb613bba3d28,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-02-19 09:00:00,2026-02-19 10:30:00,90,30.00,1,45.00,4.50,44.10,2026-02-17 09:00:00,2026-01-04 14:58:04,,,
846dda0f-3dd5-492f-ba06-a1cc95ef8ecd,1a022f26-baca-4393-bfe7-4ad67d7937a0,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,1f03634e-39cc-4fbe-af05-586ab699bb9b,25404fe4-0c4d-433c-9946-04595ad991a2,2026-02-08 05:00:00,2026-02-08 06:00:00,60,35.00,1,35.00,0.00,37.80,2026-02-06 05:00:00,2026-01-04 14:58:04,,,
cedfa3d4-1921-4ad2-9edb-c5f81f7d2ef7,eb49eb3a-bfbc-4544-9bf7-de02324a17cd,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,8e38d3b2-d9a4-458d-abc1-cb613bba3d28,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-02-08 00:00:00,2026-02-08 01:30:00,90,30.00,1,45.00,0.00,48.60,2026-02-06 00:00:00,2026-01-04 14:58:04,,,
56165cb8-36d1-4ac9-8112-d4d7890b8c29,ea44754e-2b4f-4835-987e-0e33a3bebf79,33869224-fd18-42b2-b27c-ba6f984995b8,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,7616a9f7-999f-4516-9985-4eb0f27101c4,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-02-28 10:00:00,2026-02-28 11:30:00,90,35.00,1,52.50,0.00,56.70,2026-02-26 10:00:00,2026-01-04 14:58:04,,,
c36167fe-0164-4c90-9948-8784149c9396,ce0de9dc-4b9a-4f56-8a18-832627681850,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,258323a4-01db-41b3-9bd1-db2bbd96c462,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-09 00:00:00,2026-02-09 02:00:00,120,30.00,1,60.00,0.00,64.80,2026-02-07 00:00:00,2026-01-04 14:58:04,,,
98421355-6515-459c-8aca-85bbc34b5055,728fdd8f-f82d-4106-8f78-72b522fcedbf,b411647a-a044-4395-b9ce-21ba61d2dc49,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,049d3e7b-17f9-427f-8cc0-6723a2ecfe90,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-08 10:00:00,2026-02-08 11:00:00,60,25.00,1,25.00,2.50,24.50,2026-02-06 10:00:00,2026-01-04 14:58:04,,,
b97cd9c1-7f93-4dd3-959e-02a03f4070ea,a80eaa3b-948f-401a-9807-9b711500f068,38838bd5-9249-449c-8118-473dec2d5057,25b3e878-5f5e-4b2e-a404-a7eb2507e407,2b836731-e749-461d-8756-ed1ade4456dd,7a387614-4afe-4ca3-8b0c-996cd116a510,2025-12-31 06:00:00,2025-12-31 08:00:00,120,30.00,1,60.00,0.00,64.80,2025-12-29 06:00:00,2026-01-04 14:58:04,,,
81dbc614-c0e2-493a-a6c6-b44993ee14bf,ce6d0339-80ab-4c5e-999d-46b6c97a9a00,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,8511ed59-7056-49aa-a84a-e92878a61387,25404fe4-0c4d-433c-9946-04595ad991a2,2026-01-18 06:00:00,2026-01-18 07:30:00,90,35.00,1,52.50,0.00,56.70,2026-01-16 06:00:00,2026-01-04 14:58:04,,,
6c056b2f-eeb7-4f31-8364-0ed3c8adce61,0def09e9-b8a9-49d5-a5cc-1bebaeac6993,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,258323a4-01db-41b3-9bd1-db2bbd96c462,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2025-12-22 03:00:00,2025-12-22 05:00:00,120,30.00,1,60.00,6.00,58.80,2025-12-20 03:00:00,2026-01-04 14:58:04,,,
f24baf43-cc43-45e0-b2e3-fd9345181b62,842f95f4-d60c-4f6f-af2c-c2043dbf794a,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,161022db-d741-4e27-9be4-ebf2e0803ecc,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2025-12-08 09:00:00,2025-12-08 10:30:00,90,35.00,1,52.50,5.25,51.45,2025-12-06 09:00:00,2026-01-04 14:58:04,,,
750c6f3c-1fa1-4860-b836-1968538beed7,87ad539a-f029-4a9f-904f-6554cb89dd3d,8463e550-2cb3-41a1-86f4-17ae589e073a,9482d0c5-1d4c-4189-8c98-45deba4320da,37c11ae2-3efa-4dfb-b5e2-ae662b77f148,25404fe4-0c4d-433c-9946-04595ad991a2,2025-12-14 09:00:00,2025-12-14 10:00:00,60,30.00,1,30.00,3.00,29.40,2025-12-12 09:00:00,2026-01-04 14:58:04,,,
58bf6406-0af6-4cb0-a0d8-8dde91a9d879,5daa7895-2e3c-4e6e-bb98-1462227db8f1,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,3d101d64-e4c8-494d-8226-bc95449a4bbf,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-01-09 10:00:00,2026-01-09 11:30:00,90,30.00,1,45.00,0.00,48.60,2026-01-07 10:00:00,2026-01-04 14:58:04,,,
b3ff3c9b-e685-484d-bfcb-c47d5187e271,53d6b4e9-0ef3-482c-b3ca-7ae36f7fc068,9cbcfedf-4455-4cfb-b412-d19cefd851ca,807b3d73-be68-42e0-9062-4d4cc0d226f4,dd2d1579-2609-4d1b-8147-c1c8bafc7acd,648bf2b5-5e36-4f47-9620-ca5c86e74730,2026-01-15 00:00:00,2026-01-15 01:30:00,90,35.00,1,52.50,0.00,56.70,2026-01-13 00:00:00,2026-01-04 14:58:04,,,
5f8fbcdf-224e-4bfe-8bab-89e5c8771e1d,6986f2dd-12a0-4be2-ae4d-4977d96943b4,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,d5a5c742-6728-4f2e-a011-d975338dc346,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-01-29 04:00:00,2026-01-29 05:00:00,60,35.00,1,35.00,3.50,34.30,2026-01-27 04:00:00,2026-01-04 14:58:04,,,
11fac26a-2468-45ae-9847-f45a52f90902,9284a181-2204-4db4-bdf6-98fe6eadbc2b,38838bd5-9249-449c-8118-473dec2d5057,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,dc901195-8df8-444a-aeae-97d90d159e54,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-01-15 00:00:00,2026-01-15 01:30:00,90,35.00,1,52.50,0.00,56.70,2026-01-13 00:00:00,2026-01-04 14:58:04,,,
dc245a16-8ab6-41d8-81f3-560472d508a6,fa13ef72-e480-4a09-ba83-c771d396557c,b411647a-a044-4395-b9ce-21ba61d2dc49,b200245d-aec6-421e-83b7-9f2968e76d78,02b29c48-07bd-40dc-babf-53e6b50ee22b,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2026-02-08 08:00:00,2026-02-08 10:00:00,120,25.00,1,50.00,0.00,54.00,2026-02-06 08:00:00,2026-01-04 14:58:04,,,
d1254e5d-6d6c-48f0-8038-cbaeab9701c4,61c165cb-7f66-4047-beab-94ea07746588,b411647a-a044-4395-b9ce-21ba61d2dc49,0c0c761a-4d95-4133-937b-ebc79f524919,74afea75-c3f3-4d5a-a599-e8faeb491cca,6449317a-b9fe-4e1c-a14b-2bf2e21cb72a,2025-12-28 09:00:00,2025-12-28 10:00:00,60,35.00,1,35.00,3.50,34.30,2025-12-26 09:00:00,2026-01-04 14:58:04,,,
887a18cc-4499-4711-8052-93de1cbd143e,6cde1986-58f5-4e45-b60d-26688f706f06,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,255e8927-6c4b-4313-8e2e-8e239c685229,25404fe4-0c4d-433c-9946-04595ad991a2,2026-02-25 07:00:00,2026-02-25 08:00:00,60,30.00,1,30.00,3.00,29.40,2026-02-23 07:00:00,2026-01-04 14:58:04,,,
a4ddd19f-b1bd-43b1-b717-705232c2e37a,17607987-2d09-4e23-98a0-31c90a87b31a,8463e550-2cb3-41a1-86f4-17ae589e073a,b7871655-3ad6-4a91-9122-c40bf86ce57a,255e8927-6c4b-4313-8e2e-8e239c685229,25404fe4-0c4d-433c-9946-04595ad991a2,2026-02-27 04:00:00,2026-02-27 05:30:00,90,30.00,1,45.00,4.50,44.10,2026-02-25 04:00:00,2026-01-04 14:58:04,,,
19cac4ec-fe90-4a08-af10-ff51e637d328,4f0d2e15-6521-4e0f-a287-8c61d282f5f5,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,3d101d64-e4c8-494d-8226-bc95449a4bbf,595b4a67-966e-42b6-b52a-57d7819ecf35,2025-12-08 01:00:00,2025-12-08 03:00:00,120,30.00,1,60.00,0.00,64.80,2025-12-06 01:00:00,2026-01-04 14:58:04,,,
77c65d74-a19a-486a-95ae-7b3f3b509304,26746a4b-66d1-48ca-9cc8-40a8238f944c,38838bd5-9249-449c-8118-473dec2d5057,25b3e878-5f5e-4b2e-a404-a7eb2507e407,f9e46c48-1f75-4a0f-b1dd-36e819f5d8fb,7a387614-4afe-4ca3-8b0c-996cd116a510,2026-03-03 03:00:00,2026-03-03 05:00:00,120,35.00,1,70.00,7.00,68.60,2026-03-01 03:00:00,2026-01-04 14:58:04,,,
dc2253bb-1c52-4c70-9e29-7cf6eca2f1f3,7b93ec9c-d58a-4179-a742-eee2abad3f79,33869224-fd18-42b2-b27c-ba6f984995b8,6f996f5c-9b87-401f-b8e3-3f3286a589f4,d5a5c742-6728-4f2e-a011-d975338dc346,595b4a67-966e-42b6-b52a-57d7819ecf35,2026-02-25 10:00:00,2026-02-25 11:00:00,60,35.00,1,35.00,0.00,37.80,2026-02-23 10:00:00,2026-01-04 14:58:04,,,
