id,booking_id,change_type,old_value,new_value,changed_by,reason,created_at
3aece337-e5ae-4032-ad4f-155661730b45,fba8936a-48ad-4d7d-a54d-d46dcd61c0f4,created,{},"{""status"":""completed""}",275eb69c-8a74-4e48-b65f-c9cb96079958,,2026-02-03 06:00:00
8b36d122-43f8-4d89-bf22-b95bd1096bc8,56020190-3048-4c34-aedd-17d15d8b5444,created,{},"{""status"":""confirmed""}",3a25ace4-27dc-4619-81e8-0ba15086b640,,2026-02-18 07:00:00
53b8bb40-4bc4-4562-a676-7b81179dc725,6da15f92-da00-484e-ab19-18424a34d8d0,created,{},"{""status"":""completed""}",ebef547f-47ba-4714-9089-09d0de16512d,,2025-12-19 06:00:00
3aef5f9b-6ebc-4eca-a9ef-62ebf382771a,fe2a9f40-789f-4300-8e18-bb94f16acdba,created,{},"{""status"":""cancelled""}",85611826-d88a-4abf-8a9f-807d603e3342,,2026-02-08 10:00:00
f4d63d91-a98e-44a4-9519-2200b9da8399,fe2a9f40-789f-4300-8e18-bb94f16acdba,cancelled,"{""status"":""confirmed""}","{""status"":""cancelled""}",85611826-d88a-4abf-8a9f-807d603e3342,Customer request,2026-02-09 10:00:00
a5cfa8e5-1bb7-4dcc-a53e-bad95a9c344e,6928b838-9899-4022-8e40-fb6c9ee4172f,created,{},"{""status"":""completed""}",1dcaab2a-d207-4cac-9a0f-392124a90fb9,,2026-02-04 11:00:00
fa13ad9f-0fe1-45e3-8668-808a650e5196,0d6be374-b3dc-41fa-aee3-c2c53f315d98,created,{},"{""status"":""cancelled""}",7d574358-e456-4bc0-bd6e-737a4e660a59,,2026-01-04 04:00:00
67786edb-b519-45a9-a3cf-7817214ee948,0d6be374-b3dc-41fa-aee3-c2c53f315d98,cancelled,"{""status"":""confirmed""}","{""status"":""cancelled""}",7d574358-e456-4bc0-bd6e-737a4e660a59,Customer request,2026-01-05 04:00:00
f719f6ed-1460-4ea7-ae0a-8b18e56acd75,9f9a95f9-972d-49cb-8d8a-4dcdfea65e43,created,{},"{""status"":""pending""}",124b8f6b-50bf-4b34-ae21-77650e54e7f4,,2025-12-24 00:00:00
198f798c-473c-4646-8bee-85c1e487d315,3d1ceb9b-b582-4875-8723-494735969e4e,created,{},"{""status"":""completed""}",7d574358-e456-4bc0-bd6e-737a4e660a59,,2025-12-10 10:00:00
8265f8a2-7a3e-4864-8b91-bd459e45bc68,ad4141ce-cdd2-4324-91b0-0fadd5b49228,created,{},"{""status"":""pending""}",1479df99-4ca4-4073-8292-9eee9298a5f6,,2026-02-17 08:00:00
257f4618-bf94-462f-b37d-1b9a0616fde7,5b3663c1-92a4-453a-8a45-7fc6a362ab35,created,{},"{""status"":""pending""}",c062bd5e-32fa-49b5-9c96-20c00f7c0099,,2026-02-26 05:00:00
bd589832-9f48-430d-8e17-81c59748bd87,afbaa1cc-1fe1-485d-a0bd-591625d13a46,created,{},"{""status"":""completed""}",7b6069ec-5dad-4166-8a29-6d773bffd2cb,,2026-02-03 11:00:00
4fd24c88-04b4-493a-b5e3-2d1c44922259,0020b783-b0d5-4afa-933a-447ebb87df2a,created,{},"{""status"":""confirmed""}",cd1f2aec-d0f8-4abb-b475-fe67cbd6d222,,2026-02-22 07:00:00
c01830fa-abea-4a03-9c18-3aedc8b9585c,df6f5c3c-915b-4a2e-99b7-43595a04ab7b,created,{},"{""status"":""cancelled""}",38c3b73d-5884-4005-9e41-0acc635fefe1,,2026-01-03 11:00:00
65eee445-2cad-456d-8cf2-3063a51dc686,df6f5c3c-915b-4a2e-99b7-43595a04ab7b,cancelled,"{""status"":""confirmed""}","{""status"":""cancelled""}",38c3b73d-5884-4005-9e41-0acc635fefe1,Customer request,2026-01-04 11:00:00
186cf6af-3783-458e-b67c-e1e2341fd5e1,9a6d94c7-9d9d-4b03-8902-362e21cad7ef,created,{},"{""status"":""pending""}",275eb69c-8a74-4e48-b65f-c9cb96079958,,2025-12-04 11:00:00
dbab7802-88d6-43c8-958a-637f29543107,f7350a8e-332d-476d-af02-527d2c40bc27,created,{},"{""status"":""pending""}",3a25ace4-27dc-4619-81e8-0ba15086b640,,2026-01-07 03:00:00
