id,branch_id,user_id,position,is_manager,assigned_at,assigned_by,is_active,created_at,updated_at,created_by,updated_by,deleted_at
ae0fcb87-f279-4eb5-86a1-8b6ff3e27f46,32854e5d-bab8-41b7-9b33-13bcf30260cf,a8125c63-c864-4dbf-8b71-eff6865e9328,Front Desk,0,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
9a038b53-77ae-4c90-b1de-f4b4686f3689,32854e5d-bab8-41b7-9b33-13bcf30260cf,c23fa9d2-a3b4-4f61-aec0-f51f502cdfb5,Front Desk,0,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
7597de62-29f4-4364-8433-8d702ce87979,b200245d-aec6-421e-83b7-9f2968e76d78,90d2b261-f1ca-45ff-a7c9-84d66a0005dd,Branch Manager,1,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
da94db6b-e076-46ff-85a4-3b4cc15e94b0,b200245d-aec6-421e-83b7-9f2968e76d78,3b04e58e-68a4-47d0-a75d-5b90a07acd41,Branch Manager,1,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
ffb9c908-d4e8-4d19-9afe-123630f9c3ad,b200245d-aec6-421e-83b7-9f2968e76d78,351c4f6f-8bcd-4c35-8844-7b3279215c80,Front Desk,0,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
837cc481-5f84-4d31-bfd8-a0099f539772,0c0c761a-4d95-4133-937b-ebc79f524919,08d54902-12a7-4c66-91d6-3d6099c28195,Branch Manager,1,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
61f9da54-33db-4aa7-b995-c6ae769b254d,0c0c761a-4d95-4133-937b-ebc79f524919,ed532a40-9c3e-4e35-b9fd-92df394cb37b,Front Desk,0,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
dc886754-6206-44ed-b12d-a17d45e22b36,0c0c761a-4d95-4133-937b-ebc79f524919,50075cd7-0bc0-4054-be9b-33292bc9a17e,Front Desk,0,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
27d653f1-821a-442c-aff1-f6330cf3ae47,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,94844949-cbc5-47b0-8894-dd0c19fbc21a,Branch Manager,1,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
46d828a5-f383-4a9d-a629-b5d037e75440,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,3d98771c-e21e-42c0-ad4d-c2e459f468c6,Branch Manager,1,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
24524093-eb27-49f5-bc8e-53ec2a89b63b,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,487c2901-d29f-4a0d-9958-d9f2b3ca6f0a,Front Desk,0,2024-01-04 00:00:00,931101f7-b06f-43fa-baed-4492444ce621,1,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
32b7e5ee-53e3-4ee0-8f4d-ff574ef8e93c,77924470-8f96-4bbf-9117-47e749386a7c,f80e7f68-8673-4c1e-a8d1-97c48821bd23,Branch Manager,1,2024-01-05 00:00:00,ad64e426-7c81-47a2-877a-e6ac31667580,1,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
35521536-9010-4b65-b8da-b3e1246feeda,77924470-8f96-4bbf-9117-47e749386a7c,93df9113-cca9-4667-8c93-c11161600b94,Front Desk,0,2024-01-05 00:00:00,ad64e426-7c81-47a2-877a-e6ac31667580,1,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
f3d288e2-c11d-411e-9425-21bcb515f3b7,77924470-8f96-4bbf-9117-47e749386a7c,5ba561ec-e68d-4569-9e22-a7ea3778b41d,Front Desk,0,2024-01-05 00:00:00,ad64e426-7c81-47a2-877a-e6ac31667580,1,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
95e9ec91-20cd-4a91-b09f-c80be4c766fd,807b3d73-be68-42e0-9062-4d4cc0d226f4,1904d180-b3e6-40e9-896b-5420a6ecbb09,Branch Manager,1,2024-01-05 00:00:00,ad64e426-7c81-47a2-877a-e6ac31667580,1,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
b8be748c-bd06-4192-aeac-245663cfed08,807b3d73-be68-42e0-9062-4d4cc0d226f4,a59a8205-3c17-4b99-9aef-16cd13c0b711,Branch Manager,1,2024-01-05 00:00:00,ad64e426-7c81-47a2-877a-e6ac31667580,1,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
4f767e33-1e96-46f3-9654-5167eaadc369,807b3d73-be68-42e0-9062-4d4cc0d226f4,84bf6f8c-07d8-4f4c-926e-56f2eeaa5c98,Front Desk,0,2024-01-05 00:00:00,ad64e426-7c81-47a2-877a-e6ac31667580,1,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
6a01829a-c859-45d9-9a86-b46b6bde3e49,25b3e878-5f5e-4b2e-a404-a7eb2507e407,776c7938-efc3-4290-a549-06c8bf9b748c,Branch Manager,1,2024-01-06 00:00:00,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,1,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
8b046edd-d164-4e2c-b4c2-ae825879ec89,25b3e878-5f5e-4b2e-a404-a7eb2507e407,28ebc010-9f02-4b7e-a1c3-e797f66b5bae,Front Desk,0,2024-01-06 00:00:00,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,1,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
5d1c0564-4573-45ac-865d-6bd21bdde6a0,25b3e878-5f5e-4b2e-a404-a7eb2507e407,7c9d9d98-d784-4549-8282-c3c3c9c0f16d,Front Desk,0,2024-01-06 00:00:00,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,1,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
5e4025e9-75cf-491f-b3f8-89fbc65a33a3,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,a8858432-6f3c-4852-9b4f-1099088f718b,Branch Manager,1,2024-01-06 00:00:00,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,1,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
ab89f624-4d03-4b1a-9ee5-224a70cf0f21,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,41ef5135-137e-44ea-ab97-a435ce57a285,Branch Manager,1,2024-01-06 00:00:00,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,1,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
e4f79495-8585-4dfe-a0df-5ce5bb5046d1,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,066d9e3f-22c7-4732-8a38-ddcf758d9bb2,Front Desk,0,2024-01-06 00:00:00,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,1,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
1c28ac8c-45e9-4704-8189-e02cc37c2c9e,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,466930ce-f2ed-4e1a-a280-d02af042f192,Branch Manager,1,2024-01-06 00:00:00,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,1,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
240f610d-68b5-4869-b573-d9851711a7eb,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,d6a1a471-b15a-4512-bfad-fde0e012d83d,Front Desk,0,2024-01-06 00:00:00,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,1,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
7df4c2af-6a76-4a71-aca6-960a4586c829,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,ee9f275d-df7b-4e1e-85ba-ab36623cacd8,Front Desk,0,2024-01-06 00:00:00,4e1c8012-f079-4c5b-ba41-e7fe2d1afca8,1,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
