id,court_id,feature_name,feature_value,created_at,updated_at,created_by,updated_by,deleted_at
6a254ffa-6f14-4880-94b4-8e0a89c9e77d,cd2e65be-9426-47d6-94ed-3fca85209b58,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
847042bb-cfd4-4899-be03-592fc1ee71a8,cd2e65be-9426-47d6-94ed-3fca85209b58,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
df1d15c2-e76b-4354-950a-7fdb4cbcd1fd,f3803e66-22e5-4351-bca8-ea3b9c6a428f,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
79261559-76f1-4d91-90a4-87e2698ea688,f3803e66-22e5-4351-bca8-ea3b9c6a428f,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
2775eb11-3e91-4d66-8d1a-1164ccedc002,255e8927-6c4b-4313-8e2e-8e239c685229,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
6106080d-ffc4-453d-b1b3-f5528c43be58,255e8927-6c4b-4313-8e2e-8e239c685229,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
11bfa38b-593f-4068-9cac-b9f585a043d4,255e8927-6c4b-4313-8e2e-8e239c685229,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
4c6b4698-352a-4f2f-857b-1f66f1deed2e,8511ed59-7056-49aa-a84a-e92878a61387,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
33222a9f-a403-4a07-8849-3a44bead469d,8511ed59-7056-49aa-a84a-e92878a61387,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
712efec9-165a-4b75-b893-4c5d7e787416,0e0f404b-4ac8-4e48-8b40-46ab0b35f430,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
dae1679f-fb4f-4a5a-baa0-c51c092e2023,0e0f404b-4ac8-4e48-8b40-46ab0b35f430,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
2ed33571-b466-4e9e-b2cb-e1e1fa95cc9b,0e0f404b-4ac8-4e48-8b40-46ab0b35f430,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
2a9369cb-c63e-4194-a44c-25c54ed17e4a,c6b5b1d2-46fe-4e39-a528-7644cf9fbe21,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
0641fe5d-c0cb-4293-8be0-6627819f32a9,c6b5b1d2-46fe-4e39-a528-7644cf9fbe21,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
3d058ae1-d678-4eb0-80d2-013f87dadde4,bc308efe-e356-49c6-95af-44f775983f45,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
a4a75fbb-d38b-41ae-8f5a-4d1da69e0dd3,bc308efe-e356-49c6-95af-44f775983f45,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
2800f686-b83f-4067-9efb-a958611ea4dd,bc308efe-e356-49c6-95af-44f775983f45,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
d09d547e-1b56-420b-b761-e9f25606f27e,a18d20c7-de59-45c3-8f6d-525c6f64129e,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
96e9b05a-f178-467c-b4dd-e936c52dae6d,a18d20c7-de59-45c3-8f6d-525c6f64129e,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
df094c12-881f-499b-a3e5-748acba2cde1,223950a5-963c-4ecd-ab02-f2cc0a0b9073,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
a763efe4-b82a-433d-b101-4d5afa441d89,223950a5-963c-4ecd-ab02-f2cc0a0b9073,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
cfeaebce-541e-4777-aa72-05a7aa3be8ac,223950a5-963c-4ecd-ab02-f2cc0a0b9073,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
7400dac5-818d-4e0e-af5e-b2b1f83ecd95,97b90c55-a229-47fe-a137-fe3485e5b935,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
624abdc2-5e3d-4aa7-9402-d42d78bf83bf,97b90c55-a229-47fe-a137-fe3485e5b935,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
50aa4895-bfc3-48b5-be19-c4106f8dc625,24435d94-02d9-42c1-8c13-bc175e28a191,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
180da2c8-44f4-46bf-b9e6-7e2271e9c5cb,24435d94-02d9-42c1-8c13-bc175e28a191,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
7974fa4d-07ff-44bf-b702-1a61b1133a47,24435d94-02d9-42c1-8c13-bc175e28a191,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
784eb92f-165c-4ff9-838d-95997474faf4,22d0ab35-d7a5-4311-b900-eae5805c9ad2,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
9c065ff5-3d94-4a26-889d-a0162e37679b,22d0ab35-d7a5-4311-b900-eae5805c9ad2,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
b92ba34c-4f06-4c57-845c-29c06591674b,1f03634e-39cc-4fbe-af05-586ab699bb9b,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
fcb3b5a8-c494-4a89-8439-52cf15890a53,1f03634e-39cc-4fbe-af05-586ab699bb9b,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
60f46099-c0dc-4d5a-90bd-33599ad3a3e5,1f03634e-39cc-4fbe-af05-586ab699bb9b,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
36a32ff8-f5f9-4121-bfc3-f7364fc9efcd,182a3533-f0dd-4e9e-8965-3f62cb6a1686,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
eee277e0-0272-43bb-9cc7-630f34341f81,182a3533-f0dd-4e9e-8965-3f62cb6a1686,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
57fbf0d3-ea1b-4753-9d9f-9b6b58332925,37c11ae2-3efa-4dfb-b5e2-ae662b77f148,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
15076ed8-ec39-4bf3-bde4-37917bd2bf03,37c11ae2-3efa-4dfb-b5e2-ae662b77f148,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
5507868e-1ae3-4371-9101-17d7eddfcdf7,37c11ae2-3efa-4dfb-b5e2-ae662b77f148,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
2d9e545f-7aa3-4a3d-bc88-b6c21db39109,02f80d5f-e80a-437c-8f95-b6458229f48f,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
6d0453eb-19c4-47e9-a74a-e3515dc3f6b2,02f80d5f-e80a-437c-8f95-b6458229f48f,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
7177d3e7-2eb2-46c1-8d3d-a298b91bdef6,02f80d5f-e80a-437c-8f95-b6458229f48f,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
d94f9423-d183-4e6d-acd8-e94f1c33a47c,b2380f48-6b1f-41a3-a68d-bc5a53b35ba9,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
a497e1ba-0a72-4e38-be5e-7bbd01836f0d,b2380f48-6b1f-41a3-a68d-bc5a53b35ba9,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
fd6bf1f4-80c0-4fc6-bcb9-5621f58c351e,941e0a50-9b97-4ad9-a584-d582d6432da2,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
88d940fe-2445-44f2-87e0-131de01adf16,941e0a50-9b97-4ad9-a584-d582d6432da2,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
ebfa1f22-a261-41a1-a93e-3acedf5b45d2,941e0a50-9b97-4ad9-a584-d582d6432da2,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
fb1697c9-fb0e-41dc-9ada-3da6a4a29d59,313f7066-de06-4330-84b2-fcc42eeac647,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
d78c17d4-113b-4564-8eec-52f2df4cb41b,313f7066-de06-4330-84b2-fcc42eeac647,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
ce4b6592-ebd2-401e-a5fe-a551bad355fc,258323a4-01db-41b3-9bd1-db2bbd96c462,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
8aad46ff-a829-42b6-9be7-efdead5e1a07,258323a4-01db-41b3-9bd1-db2bbd96c462,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
15cb545c-51ac-40ac-ad45-628908264412,258323a4-01db-41b3-9bd1-db2bbd96c462,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
45c52aff-d1ef-462f-bfbb-a4d4880ea9f3,161022db-d741-4e27-9be4-ebf2e0803ecc,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
b6e1ea22-3eb6-424f-bc5d-5cd348357ad7,161022db-d741-4e27-9be4-ebf2e0803ecc,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
ddde73fd-f8b3-43ad-80d8-c6bdb02d76ef,02b29c48-07bd-40dc-babf-53e6b50ee22b,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
aadc9fcb-fac7-4255-9d47-efd7aaad3854,02b29c48-07bd-40dc-babf-53e6b50ee22b,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
1322ebe4-041f-4f35-b23f-1f6903d781a1,02b29c48-07bd-40dc-babf-53e6b50ee22b,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
4fd42182-6624-41ec-b595-2ec694ed4a21,7865d42c-a01e-4a7c-92ea-411437c04481,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
3e7d9a6c-9cb3-420b-aade-e0caa67ed484,7865d42c-a01e-4a7c-92ea-411437c04481,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
0d8a9fa5-0774-4184-af09-5c10591fb031,2c8b0cf2-406f-4c9f-9335-aecc0e99761a,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
7a54079b-d278-4725-9055-f1715f4c3e7d,2c8b0cf2-406f-4c9f-9335-aecc0e99761a,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
3e6ad0a3-f8bc-44ce-bfbb-df3426fb5dae,2c8b0cf2-406f-4c9f-9335-aecc0e99761a,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
7e984306-63be-4c00-8022-455ed683ea4a,74afea75-c3f3-4d5a-a599-e8faeb491cca,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
44cf4049-a6b8-40f4-9673-cbee94d57bd3,74afea75-c3f3-4d5a-a599-e8faeb491cca,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
4c99a6f3-7a54-4239-a46e-33c6596c1b9f,e6861c1a-756c-47c0-b10e-6bc1ab365e92,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
5c48d260-928b-4f9a-8141-e1a13f7a31cd,e6861c1a-756c-47c0-b10e-6bc1ab365e92,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
239b9e10-f2b2-448a-b604-c1e120dcb6b8,e6861c1a-756c-47c0-b10e-6bc1ab365e92,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
859ff6bb-0953-4621-a4df-73d04242e333,2a3dcbdd-df6d-4ba9-827e-b8439a4fec53,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
77329844-1c44-4844-92be-2ab97dbc2bdf,2a3dcbdd-df6d-4ba9-827e-b8439a4fec53,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
77a09986-f31f-4aaf-8328-377377c86fd5,538f6d0c-ccf3-4aef-a22e-238d634aed34,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
a07338c1-4b73-44f9-b73d-7b2968b78db6,538f6d0c-ccf3-4aef-a22e-238d634aed34,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
2fac5e28-57df-464a-9b4d-6ea2a21c5aec,538f6d0c-ccf3-4aef-a22e-238d634aed34,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
4c335f9b-0a03-4850-aedc-fcaf9b70eb05,b8ac18d5-b040-478c-8ee1-e21b0add0baf,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
be9b73ba-881a-4e7f-8869-c9e4fd9eff62,b8ac18d5-b040-478c-8ee1-e21b0add0baf,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
14d4f662-0780-4576-9806-44c3ae5b7047,5ecc9bcc-2bf5-4e63-90e7-8d633acf3351,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
0dff5026-0f5d-44aa-a8a7-541dca230e53,5ecc9bcc-2bf5-4e63-90e7-8d633acf3351,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
dced1850-ad2a-4700-9326-8cbe021d7983,5ecc9bcc-2bf5-4e63-90e7-8d633acf3351,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
15ba894e-6d86-46b2-928d-63fb5e566726,df1a1006-90a6-491a-a26d-9b1aac9e9e8e,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
21a8ed1e-e1a0-4297-96a0-d123baa6424d,df1a1006-90a6-491a-a26d-9b1aac9e9e8e,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
0a78910a-07cb-44cb-a892-0a0a741ac1fe,eb8523a3-cc76-464f-b063-06256af32c52,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
6434129f-13a4-4118-abde-d817cd98bfb4,eb8523a3-cc76-464f-b063-06256af32c52,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
25c84bec-2cb8-4ae5-9712-a7e6c3e41e2b,eb8523a3-cc76-464f-b063-06256af32c52,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
5803f339-38af-4beb-9802-5924b988b146,fed1a6ae-da9f-4c60-b443-c556d60bbbad,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
0585a75e-8042-4792-82eb-4faaa1300eaa,fed1a6ae-da9f-4c60-b443-c556d60bbbad,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
8a637fcf-c05f-4c2a-9cd0-408975c362e4,7fe9d426-55ef-4a16-972c-5187bcf77635,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
ab50a4a8-1c3f-4651-9dc5-d42365dcfdd4,7fe9d426-55ef-4a16-972c-5187bcf77635,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
647bbe94-e208-405a-803f-f296c3b19271,7fe9d426-55ef-4a16-972c-5187bcf77635,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
ca40c415-d048-470e-a393-baaaab366e78,049d3e7b-17f9-427f-8cc0-6723a2ecfe90,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
85a02080-c9b6-4adb-8d07-7c9f400d2b56,049d3e7b-17f9-427f-8cc0-6723a2ecfe90,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
e3c53c63-1ad9-44d7-baaf-34536c8a182c,a8f3d07d-323a-4552-9d84-0b674677249f,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
d9626e26-650f-4b16-96f6-d887cd3453f4,a8f3d07d-323a-4552-9d84-0b674677249f,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
c8c6aaec-6a21-4df1-8933-c8192f4701b7,a8f3d07d-323a-4552-9d84-0b674677249f,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
30acd742-6e0f-4808-89d1-619227c77244,ba61a5c2-c721-4f4a-a16b-c8a75ae6d137,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
5fd2c2aa-b6fb-4a97-bdba-cf49b16a9d1c,ba61a5c2-c721-4f4a-a16b-c8a75ae6d137,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
bf52198b-a10c-4d4c-a010-558bf3b98baa,1a2d7dbf-b2d5-422b-bf49-4e7a88569fa6,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
31c8aba3-a6ca-4537-b6f2-7efcc34ebde9,1a2d7dbf-b2d5-422b-bf49-4e7a88569fa6,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
1849efc6-3614-4dc9-9dfa-dbaba0b08126,1a2d7dbf-b2d5-422b-bf49-4e7a88569fa6,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
e1e9aa73-78d4-4232-baaf-b248fe448a4a,587cbff7-22a0-47ac-b0d1-bc23b7b132b5,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
99082d93-bbbf-4226-a171-acceef82d738,587cbff7-22a0-47ac-b0d1-bc23b7b132b5,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
6138f595-5e04-45d2-baf0-bafa0954e576,b373bd43-fd37-40ef-967c-3cf73c08d3f4,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
b8d66204-7ce0-4a25-ad7a-985b62c132f4,b373bd43-fd37-40ef-967c-3cf73c08d3f4,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
35fd976b-b369-42b6-b46b-850f7d184fbd,b373bd43-fd37-40ef-967c-3cf73c08d3f4,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
2bd8857b-0329-4b7b-85f7-4367d35a6fa2,4ee8c0d9-92fd-4200-9519-8402e57bd5da,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
1a3e9d85-3f6d-4aa5-b395-8da1fbd5d43e,4ee8c0d9-92fd-4200-9519-8402e57bd5da,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
001e0ea7-5f1e-4c14-b560-6212bd86995b,9aa97207-acf6-4e04-9a06-21dd8b6b86fe,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
3d991c43-f451-4c04-b10f-ad356b8c311b,9aa97207-acf6-4e04-9a06-21dd8b6b86fe,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
727b0bd4-ced5-484f-bb34-05a00374c80f,9aa97207-acf6-4e04-9a06-21dd8b6b86fe,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
b5b2d65a-237a-4449-a22e-1abf33884183,c5da6f2e-2fea-41ad-ab5c-a112a639e970,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
5906e49f-a897-407c-8edb-e02b98b84ef5,c5da6f2e-2fea-41ad-ab5c-a112a639e970,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
2211d448-b2f7-4777-aff6-265d685c65fd,c5da6f2e-2fea-41ad-ab5c-a112a639e970,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
864e817c-c670-41f5-b9c2-b82b8b9dc049,8fded7e5-a62e-4368-837c-06d68e8aeb6d,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
f8ffd414-2b6c-4c55-bd04-9b9ed66f7c9c,8fded7e5-a62e-4368-837c-06d68e8aeb6d,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
7d01fa3b-3df4-430a-9b5c-5fe515769c14,814815d3-91b1-449d-9acf-54880c8f84c6,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
9ef7eef1-753c-4113-910e-45f486e76b7f,814815d3-91b1-449d-9acf-54880c8f84c6,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
0f5959a9-c72a-45cb-ae77-ce4b5b41e5b3,814815d3-91b1-449d-9acf-54880c8f84c6,Scoreboard,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
0624a793-e9ea-461a-8672-945bda72e587,b1628d69-5908-428b-9de1-28e72c5f3280,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
480aa3a2-f087-4b0c-abb2-52e997d7b971,b1628d69-5908-428b-9de1-28e72c5f3280,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
8ed25cad-8d10-42ca-91bf-81a51627405f,dd2d1579-2609-4d1b-8147-c1c8bafc7acd,Lighting,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
3c25fa90-d0ff-4660-b8ea-29ab37fd9904,dd2d1579-2609-4d1b-8147-c1c8bafc7acd,Net,Yes,2024-01-11 00:00:00,2024-01-11 00:00:00,,,
