id,role_id,permission_id,created_at,updated_at,created_by,updated_by,deleted_at
c502288f-6af1-41d3-b1bb-eb558ca58026,2b1a8391-4d89-4120-8db2-cf22963cc6a3,4a228ef6-6736-41e3-aca7-788177b463fa,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
40868331-c207-413d-aa35-0c6c356be689,2b1a8391-4d89-4120-8db2-cf22963cc6a3,a70d3b86-43d2-453f-b284-8d87fa17215e,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
e4eee450-2a24-4517-965a-29aa1ebac542,cb59d916-b61d-4c74-b1da-7a000dbb559c,9488b5d9-5b37-4c36-be74-8dd5c973e5d6,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
bcdbe587-7517-42c8-8466-ebbbd082ae81,cb59d916-b61d-4c74-b1da-7a000dbb559c,d5a2ed03-e72b-4bfd-b4e4-ef367b50a3c2,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
08033251-043c-4af1-9e00-9ce1ac723027,cb59d916-b61d-4c74-b1da-7a000dbb559c,aa8d8cfa-5652-4fef-a48c-ff5047c03270,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
dfcdc521-cba8-4734-bfa7-4f1e0d882b52,cb59d916-b61d-4c74-b1da-7a000dbb559c,d97ec52c-6d77-4896-a360-5b09ba223f7a,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
855cbb58-a7b7-4f45-9dcc-6fd707b74d51,cb59d916-b61d-4c74-b1da-7a000dbb559c,162361f9-b7fc-4c59-bfea-14613d81c343,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
df491332-f973-4dc0-b4f1-55e2fcae8fc1,cb59d916-b61d-4c74-b1da-7a000dbb559c,281b3131-6680-4cc0-865b-3dc9e1fd41a2,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
bf008821-35ca-412a-8413-1079516e4317,cb59d916-b61d-4c74-b1da-7a000dbb559c,7729af3b-55ef-41a4-b8ea-6a3bc77ff5f8,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
6ed18cf3-3cfc-4a33-9cde-ed13a43a9da8,cb59d916-b61d-4c74-b1da-7a000dbb559c,66c1a505-acb8-4c6d-8f26-7775cf1b8bb0,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
97fd4463-1679-4878-ad90-dc4f46bccf9b,cb59d916-b61d-4c74-b1da-7a000dbb559c,343eaf36-8959-4c5b-8b38-37a80a877826,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
a6d171a7-7b0a-4374-ae64-50f1be4730ad,cb59d916-b61d-4c74-b1da-7a000dbb559c,0a0e775b-8d54-41c9-befe-4756db34dbe1,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
c43c74d4-c2ee-4178-a78a-74e5ee961abe,cb59d916-b61d-4c74-b1da-7a000dbb559c,4a228ef6-6736-41e3-aca7-788177b463fa,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
86c96dc9-ece5-4f81-9bad-85c04eca5cda,cb59d916-b61d-4c74-b1da-7a000dbb559c,a70d3b86-43d2-453f-b284-8d87fa17215e,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
16bfeb1f-f3e5-4f87-b289-5308e7ed85f3,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,9488b5d9-5b37-4c36-be74-8dd5c973e5d6,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
c938652d-bf34-4f38-b9e4-00a45b7c9578,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,d5a2ed03-e72b-4bfd-b4e4-ef367b50a3c2,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
eecde005-c404-4c47-860e-b05877e52e4a,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,aa8d8cfa-5652-4fef-a48c-ff5047c03270,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
a1ad2861-662f-4210-9845-6a40c113e09c,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,d97ec52c-6d77-4896-a360-5b09ba223f7a,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
376cc7ea-992e-49d9-bf34-28cc4afd57ae,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,162361f9-b7fc-4c59-bfea-14613d81c343,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
d1c00e65-b089-47a8-8535-000f6605fc56,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,281b3131-6680-4cc0-865b-3dc9e1fd41a2,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
6c9c5871-f231-414d-b195-7baa6e48f36c,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,7729af3b-55ef-41a4-b8ea-6a3bc77ff5f8,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
02707b36-3759-4f2a-9beb-44b2e2659577,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,66c1a505-acb8-4c6d-8f26-7775cf1b8bb0,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
353bf7ea-2e61-4dd3-8d61-ad0278b0a733,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,343eaf36-8959-4c5b-8b38-37a80a877826,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
1a8fae23-1411-4d40-8363-60cab2eaed2a,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,0a0e775b-8d54-41c9-befe-4756db34dbe1,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
3b98837a-8baa-4e4e-a6b8-f7ae4396661b,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,4a228ef6-6736-41e3-aca7-788177b463fa,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
da1588df-632c-4bac-bf7c-340ebacccd67,0715a72d-1e7b-4dcc-b2d3-983ef2aac8fb,a70d3b86-43d2-453f-b284-8d87fa17215e,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
5e884225-e78b-400a-b336-63317f16dece,b529cd09-32a2-455a-8d0b-a07624356cd9,9488b5d9-5b37-4c36-be74-8dd5c973e5d6,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
d3b1b706-1260-4029-94d8-450716376a70,b529cd09-32a2-455a-8d0b-a07624356cd9,d5a2ed03-e72b-4bfd-b4e4-ef367b50a3c2,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
51df970b-fad2-469b-be19-f3ad28525ccd,b529cd09-32a2-455a-8d0b-a07624356cd9,aa8d8cfa-5652-4fef-a48c-ff5047c03270,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
b1ba2910-2ccb-4e08-b78d-6b54934b26e4,b529cd09-32a2-455a-8d0b-a07624356cd9,d97ec52c-6d77-4896-a360-5b09ba223f7a,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
caa76882-a6ee-48ac-9244-8d6966339896,b529cd09-32a2-455a-8d0b-a07624356cd9,162361f9-b7fc-4c59-bfea-14613d81c343,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
9ee94661-f094-453f-a557-5a472585649e,b529cd09-32a2-455a-8d0b-a07624356cd9,281b3131-6680-4cc0-865b-3dc9e1fd41a2,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
6c293ae3-5b3f-4fba-bdae-313dc817a4d5,b529cd09-32a2-455a-8d0b-a07624356cd9,7729af3b-55ef-41a4-b8ea-6a3bc77ff5f8,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
ed8e40ac-ee2c-47b3-bdc3-bbc655ff8fd9,b529cd09-32a2-455a-8d0b-a07624356cd9,66c1a505-acb8-4c6d-8f26-7775cf1b8bb0,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
61cd58d0-fa3d-487c-ab1e-20a4ec160845,b529cd09-32a2-455a-8d0b-a07624356cd9,343eaf36-8959-4c5b-8b38-37a80a877826,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
c63e3cdb-95b1-4ff1-a5b4-e2a068f84ad5,b529cd09-32a2-455a-8d0b-a07624356cd9,0a0e775b-8d54-41c9-befe-4756db34dbe1,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
80207622-3a95-4d2a-94d4-7649c0c4d2fe,b529cd09-32a2-455a-8d0b-a07624356cd9,4a228ef6-6736-41e3-aca7-788177b463fa,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
24ad4f5b-1d38-41c3-8ea3-696e47136fac,b529cd09-32a2-455a-8d0b-a07624356cd9,a70d3b86-43d2-453f-b284-8d87fa17215e,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
b22c56f0-0739-4baa-a9f5-906464c46f00,977a8142-2cd4-493b-b2ae-ba93efc532bf,9488b5d9-5b37-4c36-be74-8dd5c973e5d6,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
4c9494bb-2d3a-438c-ad07-970b66305ac4,977a8142-2cd4-493b-b2ae-ba93efc532bf,d5a2ed03-e72b-4bfd-b4e4-ef367b50a3c2,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
006607dc-d37e-4389-ad83-b20db8b05ffc,977a8142-2cd4-493b-b2ae-ba93efc532bf,aa8d8cfa-5652-4fef-a48c-ff5047c03270,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
1c496cfb-e710-41e1-9d46-b3e6c26270f7,977a8142-2cd4-493b-b2ae-ba93efc532bf,d97ec52c-6d77-4896-a360-5b09ba223f7a,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
b750d520-9f21-44e8-9ffd-0353b27bf1e2,977a8142-2cd4-493b-b2ae-ba93efc532bf,162361f9-b7fc-4c59-bfea-14613d81c343,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
01732698-56f9-4246-bab6-10957b785b74,977a8142-2cd4-493b-b2ae-ba93efc532bf,281b3131-6680-4cc0-865b-3dc9e1fd41a2,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
b180eb0f-7297-4253-bd0e-dddfdfeff6ec,977a8142-2cd4-493b-b2ae-ba93efc532bf,7729af3b-55ef-41a4-b8ea-6a3bc77ff5f8,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
69d11ed4-7de1-42a8-bf92-6105389bd1e4,977a8142-2cd4-493b-b2ae-ba93efc532bf,66c1a505-acb8-4c6d-8f26-7775cf1b8bb0,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
88eefd53-67db-469e-b2ca-351fa813bc16,977a8142-2cd4-493b-b2ae-ba93efc532bf,343eaf36-8959-4c5b-8b38-37a80a877826,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
3a82f9d5-da21-4fc2-ad21-6fd5daf7ee55,977a8142-2cd4-493b-b2ae-ba93efc532bf,0a0e775b-8d54-41c9-befe-4756db34dbe1,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
bbd2e3df-d84b-4e23-9b49-78d8d4051a2a,977a8142-2cd4-493b-b2ae-ba93efc532bf,4a228ef6-6736-41e3-aca7-788177b463fa,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
3f477387-04df-4dd9-a45a-f6b4590517b6,977a8142-2cd4-493b-b2ae-ba93efc532bf,a70d3b86-43d2-453f-b284-8d87fa17215e,2024-01-01 00:00:00,2024-01-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,23adaeda-61a3-464f-b460-80193d1d63da,
