id,branch_id,date,open_time,close_time,is_closed,reason,created_at,updated_at,created_by,updated_by,deleted_at
66242e14-d126-4d06-9cea-f9923e99d88f,b7871655-3ad6-4a91-9122-c40bf86ce57a,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
58fe2e3c-a441-48e7-aee8-7bb5452b85d5,b7871655-3ad6-4a91-9122-c40bf86ce57a,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
e5c4ba5c-86e8-4bd0-b7cd-d9771050b9af,9482d0c5-1d4c-4189-8c98-45deba4320da,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
a7cfce9b-1e14-4b2b-b5c9-901bc107f9ea,9482d0c5-1d4c-4189-8c98-45deba4320da,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
cb613dc0-ed1d-4181-a3bd-38301dca3f46,9482d0c5-1d4c-4189-8c98-45deba4320da,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
2247c035-d144-4890-9fd7-ea1872e647c0,32854e5d-bab8-41b7-9b33-13bcf30260cf,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
9204cfce-f2d5-4643-a14a-dc39415283ed,32854e5d-bab8-41b7-9b33-13bcf30260cf,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
d352dc7c-7baf-41b0-9cab-a03138081fbf,32854e5d-bab8-41b7-9b33-13bcf30260cf,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
e7cd20eb-f3ea-4f5d-bf70-73d5effd0240,b200245d-aec6-421e-83b7-9f2968e76d78,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
3865b960-2e10-498d-994f-8753275c7ef4,b200245d-aec6-421e-83b7-9f2968e76d78,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
d8d73a86-51e0-44ad-b28f-308cc7515439,b200245d-aec6-421e-83b7-9f2968e76d78,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
626100da-a516-43a3-9bf2-d28a0f3c5507,0c0c761a-4d95-4133-937b-ebc79f524919,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
829294ee-d737-4b28-bcc2-1b1f7d4a69b9,0c0c761a-4d95-4133-937b-ebc79f524919,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
7d4d1b10-cfae-45c5-b50b-e6ae6ecd0dd9,0c0c761a-4d95-4133-937b-ebc79f524919,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
169ea8d7-8819-432d-a66c-87627bf159bd,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
a6851f85-9efa-4c41-857e-09da1c5c2662,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
c963bbc2-b0f6-4249-a76f-b22afe7c8968,99ab617a-c78e-49ed-9ed9-9395d5dba4b5,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
8c980c9e-ab50-4333-af48-e8ad4aabb0b0,77924470-8f96-4bbf-9117-47e749386a7c,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
9ea95a58-3ddd-4c63-a730-33d23423aac6,77924470-8f96-4bbf-9117-47e749386a7c,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
3e03f65a-383e-4b91-bfc1-35105f43301f,77924470-8f96-4bbf-9117-47e749386a7c,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
715cec1d-f6fb-4590-a7c6-fa839018f152,807b3d73-be68-42e0-9062-4d4cc0d226f4,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
54a59996-faa6-4063-ab13-90f4d85dfb19,807b3d73-be68-42e0-9062-4d4cc0d226f4,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
448b6a09-2ee9-4766-8eb8-b3409cb4d788,807b3d73-be68-42e0-9062-4d4cc0d226f4,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-05 00:00:00,2024-01-05 00:00:00,,,
6d108f93-d7ca-447a-a4fb-2a8bf4c6de5b,25b3e878-5f5e-4b2e-a404-a7eb2507e407,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
eaa0eba3-8d22-43c0-9e16-ace26c2bd099,25b3e878-5f5e-4b2e-a404-a7eb2507e407,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
0e78e0fb-989a-415f-a448-881668592812,25b3e878-5f5e-4b2e-a404-a7eb2507e407,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
8d25cd60-8a11-4249-8c5b-28b478376e29,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
408f99bc-2685-4cf2-96a3-1fd05cb82b91,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
77be9d65-76eb-46cc-9be8-02a3d195c1e6,3b4fbdf4-13aa-4f83-8d90-3562412f43b1,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
8677b7dd-64b7-493d-b76c-e94880070bf7,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,2024-12-25,10:00:00,18:00:00,0,Christmas,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
d3e784ca-0ef5-4c9a-9b35-c0f798a18a4c,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,2024-07-04,10:00:00,18:00:00,0,Independence Day,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
8fb0cdae-0f96-40be-9017-c8b86a9f1359,86cbbf39-d3e3-4bee-ada9-0fa567bf5987,2024-01-01,12:00:00,20:00:00,0,New Year,2024-01-06 00:00:00,2024-01-06 00:00:00,,,
