id,user_id,role_id,company_id,branch_id,assigned_at,assigned_by,expires_at,created_at,updated_at,created_by,updated_by,deleted_at
5c069ed6-8e95-4ef0-b077-4b82ee0529ae,7eaadfbb-542e-4d51-9a89-0c83b6938040,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-18 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-18 00:00:00,2024-02-18 00:00:00,,,
1005354c-dbe5-4e93-a0ca-afdc78512eeb,d18aa61b-4a64-45c3-8a7c-904c55d5c0e0,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-19 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-19 00:00:00,2024-02-19 00:00:00,,,
4f07f896-da91-46ce-82e2-62b3af00beca,1479df99-4ca4-4073-8292-9eee9298a5f6,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-20 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-20 00:00:00,2024-02-20 00:00:00,,,
012941b2-3023-48bd-bca5-1a72ffba3235,d677eb77-bd52-4115-a8ff-e3b8cc2b123f,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-21 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-21 00:00:00,2024-02-21 00:00:00,,,
e8303762-c94a-431d-9db0-f550e74820fb,34560fb4-9168-4818-adfb-6aa53d84c5df,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-22 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-22 00:00:00,2024-02-22 00:00:00,,,
f4ff91ba-ec57-4f0a-9e9d-20831bc3b722,e5e23e06-fbdb-43af-b546-8094f67dbdb8,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-23 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-23 00:00:00,2024-02-23 00:00:00,,,
b4ddb884-3e3e-4efe-87d4-03a4db8371e1,00aac3cb-bef1-4302-a402-6fa357a5ba3b,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-24 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-24 00:00:00,2024-02-24 00:00:00,,,
2ffde3b6-5fa9-40bf-ab3c-50bef7258978,9d9e7173-9dd2-4702-838b-85fa5a6af303,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-25 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-25 00:00:00,2024-02-25 00:00:00,,,
939a9e9a-8bba-448c-9740-b3e16e17c032,03535346-1aa1-4d82-9144-babfdd550287,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-26 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-26 00:00:00,2024-02-26 00:00:00,,,
04f2e4b7-e74e-4d74-986f-3ff92a0ca623,ee76ec60-a426-4586-8e6b-23f48e2f365d,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-27 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-27 00:00:00,2024-02-27 00:00:00,,,
586ce394-e55d-4382-8b33-42d51d5657dd,39c9cff1-caee-48a5-9792-4120908a0a88,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-28 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-28 00:00:00,2024-02-28 00:00:00,,,
1fa75e3a-436d-4b85-aed2-b978f9364449,7e917ffe-5932-4635-920a-44862730ce5a,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-02-29 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-02-29 00:00:00,2024-02-29 00:00:00,,,
bff4f4d6-1d6b-4e6f-9fff-e28e76df17b7,882a0b59-d165-4a9b-a428-45bb24796c4b,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-01 00:00:00,2024-03-01 00:00:00,,,
85e789d3-17bd-4933-86c0-86d512745502,ae28c203-9e4b-4f1b-b229-3cd72d8d32d8,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-02 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-02 00:00:00,2024-03-02 00:00:00,,,
3a4e652c-a9c6-4d10-9f39-20558bab883f,4d269e45-f35d-4367-829e-56f624d030e5,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-03 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-03 00:00:00,2024-03-03 00:00:00,,,
1c3bdd5b-6681-4d7c-936e-86db82f8a8b4,5fa0ced2-3c18-4462-8a8a-380a01640d7c,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-04 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-04 00:00:00,2024-03-04 00:00:00,,,
d9c2aea4-056f-46ad-a491-e85813004910,dc923da3-d026-4c1b-a3b0-bcfd1e6bdf16,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-05 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-05 00:00:00,2024-03-05 00:00:00,,,
de21a156-0959-4d65-8e41-3721b76a7a02,5dc8a3af-28d1-4e8c-8f3a-7a3835e0b78f,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-06 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-06 00:00:00,2024-03-06 00:00:00,,,
fa01b9bd-9dc2-4918-87e0-cd39e5288b9f,3748ab26-b6d6-4b0e-a0ff-083b8a3081c2,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-07 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-07 00:00:00,2024-03-07 00:00:00,,,
e75ea607-b704-41af-a8f7-e276ae06b8c2,12d52048-fa66-496f-a695-3990d45b6d58,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-08 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-08 00:00:00,2024-03-08 00:00:00,,,
234f8e3b-0ac5-4823-ab3e-c02dbea3984b,0c8d5928-b338-4b61-ad4b-0a10b8b67109,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-09 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-09 00:00:00,2024-03-09 00:00:00,,,
8d83869e-c478-4045-ad99-b3eb12164003,8ea49143-2e39-4d36-bca2-d2fe0f8ed895,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-10 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-10 00:00:00,2024-03-10 00:00:00,,,
55305b8c-887c-48ad-8b8a-cb9bf1399316,2379e53a-b35b-451a-ba9c-c73e27fdaeb1,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-11 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-11 00:00:00,2024-03-11 00:00:00,,,
ddfd3908-89fd-4408-87dd-b07b6e3a8a45,118a293b-42df-4c14-b383-d87d81dbdc93,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-12 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-12 00:00:00,2024-03-12 00:00:00,,,
f4e6ef70-4b44-46c7-865c-60fd46fcdb01,5f442710-0e23-4b6f-9ab9-7b71f5b2d6b1,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-13 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-13 00:00:00,2024-03-13 00:00:00,,,
e2f39212-cc4d-438b-90e4-4d8053252f4a,902ed881-2423-4a5d-af70-a56af2fc8f8b,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-14 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-14 00:00:00,2024-03-14 00:00:00,,,
9a4fffc1-96bb-41b6-ad3e-0a03632ba0a9,49b5f63f-9ed7-438b-8986-72f8a451ad3a,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-15 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-15 00:00:00,2024-03-15 00:00:00,,,
de54398d-7e16-44ff-b2b1-8f5789cdc8a3,bd545d29-87a8-45e4-a7c0-243d1c3c4ec0,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-16 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-16 00:00:00,2024-03-16 00:00:00,,,
d4d5bebe-d423-4ead-8328-742dc3fcd8a2,480f1cbd-f0f8-4539-9968-0b41e5d146e0,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-17 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-17 00:00:00,2024-03-17 00:00:00,,,
8753e2e7-f315-49a8-b5e0-baf90734db8f,4001a8e0-3ac9-4705-920a-0b75943616a3,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-18 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-18 00:00:00,2024-03-18 00:00:00,,,
e3a4aa95-3ed1-460b-bc1b-dacfdd7e4b90,c1945844-a878-4801-b0cd-b14849e674db,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-19 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-19 00:00:00,2024-03-19 00:00:00,,,
74cf9e3b-0de6-4455-8029-b095d56904b8,96783e00-25b9-4b2b-99e3-076d299b1ed6,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-20 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-20 00:00:00,2024-03-20 00:00:00,,,
c3ae7562-ef9c-4cb6-9744-591735763aed,1da14c32-6413-49ab-a3d9-27eedaca947b,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-21 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-21 00:00:00,2024-03-21 00:00:00,,,
f30f8130-c57e-4011-b7c0-7bd892b2b3a7,ad62d28d-ceeb-4cab-b9aa-c27e600ba5a0,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-22 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-22 00:00:00,2024-03-22 00:00:00,,,
24e4fbc4-22f0-4269-9c82-58ae46a01a66,4b100e8c-5835-418f-a645-58f6da04dd7f,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-23 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-23 00:00:00,2024-03-23 00:00:00,,,
7fc71e41-7ec2-4d17-85cb-ac7c69a3d107,f5fe5c63-dd35-4f05-a04b-9477906dd4b4,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-24 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-24 00:00:00,2024-03-24 00:00:00,,,
090bf97e-2e9a-44fa-aa5e-1cbd7693e508,a9665ba4-dfc9-44c6-b256-17fe1f6dbe4a,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-25 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-25 00:00:00,2024-03-25 00:00:00,,,
47ca4649-04c1-48b0-bc20-d674d1bcc4d8,e6856ae2-6964-4dd8-a998-dac64afa95cf,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-26 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-26 00:00:00,2024-03-26 00:00:00,,,
f09060f2-27d6-4182-8dc2-58612d33b531,621c7fe5-ad68-415a-8627-7d39f6795850,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-27 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-27 00:00:00,2024-03-27 00:00:00,,,
25688320-077b-42ce-b336-8bbf211a34d0,75386f63-fd5e-4e69-8701-bd5de5788667,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-28 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-28 00:00:00,2024-03-28 00:00:00,,,
533c7196-1d26-4d7c-a3ce-1a0f0069155d,af9843b1-5deb-4aa5-9af4-af79ddc95cb8,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-29 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-29 00:00:00,2024-03-29 00:00:00,,,
b031b68c-333a-40bc-a6ea-d4612764fe97,ec76828e-1a34-4201-90b3-2a1002fe8496,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-30 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-30 00:00:00,2024-03-30 00:00:00,,,
f6545013-9603-41ef-af30-be475ae16492,a56f1ea5-c01d-4b8e-8fdc-960ed4ba7108,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-03-31 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-03-31 00:00:00,2024-03-31 00:00:00,,,
74c265d5-0b18-43f1-9900-733007113a7e,8425e9cc-0c0b-4c3d-be0c-b9c775d6cbfd,977a8142-2cd4-493b-b2ae-ba93efc532bf,,,2024-04-01 00:00:00,23adaeda-61a3-464f-b460-80193d1d63da,,2024-04-01 00:00:00,2024-04-01 00:00:00,,,
